waypoint1	waypoint2	distance_m	duration_s
p12	p6	15083777	0
p8	p16	11600301	0
p25	p22	14130759	0
p10	p24	3451931	0
p18	p27	10240274	0
p0	p17	12324962	0
p1	p17	10665453	0
p10	p5	15381065	0
p3	p20	5369358	0
p9	p4	1635767	0
p0	p20	15748860	0
p11	p1	2589205	0
p15	p5	4704288	0
p24	p28	14869197	0
p18	p25	4175472	0
p24	p12	461359	0
p2	p15	13611003	0
p28	p16	2971627	0
p24	p15	15261270	0
p6	p15	4408920	0
p27	p15	4826729	0
p11	p24	14864025	0
p18	p5	13288085	0
p8	p27	8749893	0
p18	p17	1670393	0
p18	p13	5689658	0
p15	p23	11932628	0
p2	p8	11789961	0
p24	p29	4778420	0
p20	p22	4561946	0
p9	p26	3346100	0
p26	p29	8936927	0
p10	p21	7093781	0
p28	p4	14133106	0
p24	p7	14555045	0
p13	p22	12366494	0
p23	p5	7106383	0
p14	p4	7909122	0
p10	p3	2521011	0
p3	p6	12689599	0
p25	p1	6929640	0
p3	p4	2744994	0
p10	p12	4165788	0
p10	p8	12270173	0
p27	p21	4380805	0
p25	p20	14010232	0
p22	p5	13249597	0
p12	p26	11607247	0
p2	p12	1473738	0
p0	p15	16067580	0
p18	p4	3321753	0
p3	p11	2508803	0
p19	p26	8107431	0
p2	p17	9691739	0
p1	p20	15831372	0
p19	p24	8074652	0
p9	p29	4683632	0
p28	p5	10526280	0
p0	p26	7735764	0
p25	p15	5366236	0
p2	p23	8350469	0
p8	p21	15175256	0
p0	p7	12350260	0
p18	p16	6701855	0
p9	p17	8810168	0
p21	p15	6727094	0
p12	p14	7988822	0
p25	p28	5960925	0
p18	p24	14109045	0
p12	p16	793071	0
p7	p22	4475936	0
p11	p16	2017320	0
p2	p5	12797855	0
p11	p21	10398816	0
p27	p28	11847785	0
p26	p14	15076254	0
p18	p20	3248310	0
p27	p14	3458597	0
p10	p22	11876074	0
p25	p14	12447312	0
p21	p7	1077643	0
p2	p29	15252108	0
p3	p17	10731493	0
p29	p17	3732280	0
p12	p9	5931092	0
p29	p6	2212369	0
p26	p23	13222738	0
p19	p13	10880185	0
p25	p27	13089467	0
p29	p4	64332	0
p26	p6	4316755	0
p12	p1	11870135	0
p26	p28	354124	0
p23	p22	3853949	0
p11	p13	14770930	0
p3	p23	14579317	0
p2	p4	13301976	0
p10	p29	15078302	0
p0	p13	640911	0
p14	p5	4478948	0
p2	p7	1564856	0
p19	p5	8663574	0
p29	p14	4665166	0
p8	p17	9744190	0
p24	p17	9380922	0
p11	p6	8268045	0
p2	p22	7003262	0
p19	p1	8699258	0
p10	p28	13367368	0
p27	p9	14833566	0
p25	p17	1520570	0
p23	p4	4675190	0
p9	p7	10011646	0
p1	p29	10935927	0
p8	p6	14704834	0
p25	p3	16048113	0
p26	p21	9220019	0
p8	p23	15257257	0
p14	p23	1767350	0
p10	p9	15716163	0
p28	p17	13729327	0
p25	p21	2284671	0
p27	p5	5041323	0
p1	p22	1044572	0
p2	p28	8940109	0
p25	p12	2599475	0
p9	p14	6150923	0
p12	p27	3795921	0
p15	p20	1575063	0
p19	p29	8788249	0
p26	p15	3202352	0
p24	p1	11774297	0
p20	p5	7388738	0
p27	p29	13358962	0
p4	p22	1718312	0
p24	p20	1847706	0
p13	p6	12616342	0
p13	p28	894851	0
p20	p28	15478616	0
p9	p23	9058572	0
p26	p20	8603340	0
p2	p14	5432993	0
p25	p29	433193	0
p25	p0	4296986	0
p6	p17	8520351	0
p20	p23	1614285	0
p13	p20	13642005	0
p19	p16	8879030	0
p0	p8	2029957	0
p27	p20	8374681	0
p19	p12	15727441	0
p1	p28	3137957	0
p2	p10	10205815	0
p3	p1	11809875	0
p8	p4	14367557	0
p19	p8	10971992	0
p2	p11	2602934	0
p18	p22	10146300	0
p25	p8	13567580	0
p4	p5	14302323	0
p12	p13	763684	0
p1	p9	6416325	0
p11	p0	10147257	0
p9	p21	2266062	0
p14	p7	6085890	0
p3	p14	11339852	0
p3	p22	7974972	0
p13	p16	8944280	0
p21	p6	15723706	0
p1	p6	3384665	0
p13	p5	11956502	0
p14	p22	14614394	0
p12	p4	2446669	0
p25	p24	7298993	0
p21	p20	2941207	0
p11	p5	2740851	0
p25	p5	6128341	0
p25	p13	5381729	0
p25	p9	8890067	0
p10	p1	7740963	0
p23	p16	15216357	0
p24	p4	544278	0
p2	p0	14331035	0
p18	p26	9070501	0
p0	p6	568042	0
p18	p7	2151972	0
p11	p14	9419814	0
p8	p14	13962435	0
p11	p17	15573501	0
p2	p3	7443838	0
p13	p7	9772776	0
p10	p11	14361504	0
