waypoint1	waypoint2	distance_m	duration_s
p528	p196	7275471	0
p184	p570	329736	0
p61	p390	5919771	0
p418	p441	13087067	0
p516	p186	486224	0
p420	p102	12934560	0
p95	p269	7530127	0
p523	p243	65471	0
p373	p128	5821176	0
p210	p479	6448271	0
p275	p151	11978421	0
p344	p201	10217135	0
p460	p560	13408842	0
p539	p520	2819761	0
p499	p111	9703766	0
p286	p490	6937248	0
p516	p420	3220074	0
p54	p52	1416951	0
p412	p28	3739294	0
p396	p26	8232655	0
p50	p53	13218868	0
p522	p65	7347650	0
p527	p20	14124511	0
p70	p599	411527	0
p338	p153	14049536	0
p493	p323	3906556	0
p501	p303	11657305	0
p285	p399	15617428	0
p264	p88	100923	0
p596	p285	2151630	0
p233	p35	15508222	0
p192	p187	14282190	0
p361	p577	8798947	0
p62	p72	6673681	0
p0	p561	15121596	0
p25	p198	8931613	0
p95	p234	13141466	0
p58	p271	7639111	0
p566	p419	3047059	0
p226	p313	14367751	0
p20	p115	15169661	0
p565	p114	2096052	0
p468	p339	13980374	0
p240	p405	10044395	0
p297	p271	6430248	0
p73	p587	10939479	0
p12	p121	4157100	0
p290	p245	15217595	0
p596	p12	1712547	0
p385	p273	410577	0
p400	p166	7896475	0
p597	p75	9672518	0
p490	p72	157995	0
p140	p318	12602437	0
p410	p194	9579253	0
p290	p520	10487845	0
p307	p568	6786461	0
p130	p182	844497	0
p478	p235	10647283	0
p298	p421	11619653	0
p394	p340	15552219	0
p181	p109	8452751	0
p574	p539	15074712	0
p368	p526	4994995	0
p149	p459	4409119	0
p10	p484	876763	0
p231	p541	9140334	0
p445	p576	7780298	0
p142	p355	3289180	0
p398	p237	15162900	0
p594	p216	3605026	0
p197	p209	996060	0
p155	p321	11471173	0
p222	p271	15123261	0
p447	p391	5974165	0
p476	p372	12043469	0
p432	p51	5020036	0
p152	p35	12222336	0
p556	p494	6294240	0
p19	p80	6815035	0
p219	p500	6295431	0
p193	p468	14135204	0
p60	p382	13538885	0
p15	p391	14495387	0
p491	p252	3645736	0
p110	p419	8320566	0
p501	p515	12651072	0
p517	p0	7543705	0
p493	p6	5690990	0
p76	p301	5045270	0
p33	p441	744528	0
p87	p540	8763864	0
p567	p9	15670839	0
p359	p119	1289455	0
p215	p308	12818037	0
p419	p547	11937166	0
p343	p495	2060525	0
p545	p578	4731427	0
p220	p306	2189052	0
p21	p399	11838851	0
p352	p506	13126704	0
p501	p187	1647491	0
p434	p486	15605937	0
p264	p78	1431726	0
p442	p313	13047476	0
p409	p245	4026764	0
p229	p16	8823237	0
p233	p49	13002793	0
p460	p28	4631906	0
p124	p144	11920360	0
p170	p372	9242779	0
p231	p203	7508410	0
p47	p109	11269893	0
p276	p322	14018193	0
p55	p553	10703310	0
p385	p494	15835937	0
p8	p382	16064595	0
p246	p122	1897660	0
p574	p379	1172533	0
p509	p391	12623175	0
p558	p582	1931309	0
p469	p139	6296643	0
p210	p205	15143731	0
p126	p276	10560697	0
p38	p145	10356710	0
p530	p57	13799367	0
p240	p515	9867359	0
p72	p253	1223277	0
p232	p323	8148858	0
p512	p453	12787758	0
p391	p78	14372199	0
p561	p16	6190796	0
p213	p453	2702613	0
p155	p208	907861	0
p401	p37	219138	0
p354	p151	12974210	0
p302	p201	14114281	0
p559	p524	7612969	0
p500	p17	1999842	0
p401	p158	4764017	0
p408	p561	6940727	0
p163	p241	13450968	0
p457	p372	3751904	0
p502	p345	7212509	0
p578	p322	1666470	0
p172	p393	2941564	0
p385	p183	6789505	0
p458	p5	12112631	0
p324	p253	13218647	0
p492	p213	12685077	0
p349	p302	6945726	0
p166	p367	7486558	0
p460	p252	3850877	0
p248	p174	4160938	0
p462	p58	14437933	0
p90	p319	7359117	0
p538	p265	6818806	0
p486	p195	4330405	0
p178	p284	480498	0
p68	p180	15448484	0
p400	p28	12271870	0
p326	p515	8064067	0
p248	p561	5265233	0
p332	p152	293601	0
p15	p42	11816982	0
p27	p231	6824340	0
p564	p188	11283174	0
p411	p151	3434304	0
p394	p51	12060914	0
p372	p449	12232903	0
p325	p176	2311884	0
p418	p188	1821951	0
p18	p149	13631224	0
p27	p308	1888929	0
p575	p384	2883106	0
p585	p473	14543485	0
p27	p176	5883379	0
p553	p15	12444946	0
p46	p6	9902682	0
p576	p329	8177559	0
p295	p150	8229935	0
p47	p597	15003385	0
p536	p378	521333	0
p551	p262	8507263	0
p362	p398	2680010	0
p111	p64	14176282	0
p72	p79	13724287	0
p256	p535	7174245	0
p20	p496	13387997	0
p231	p586	12604310	0
p556	p504	929570	0
p46	p566	7771888	0
p127	p473	14720683	0
p545	p423	1761947	0
p221	p78	3119189	0
p178	p246	12834179	0
p440	p416	1314523	0
p585	p35	10896092	0
p408	p194	11429459	0
p200	p53	6567312	0
p187	p73	7446632	0
p306	p190	6123558	0
p317	p354	9376258	0
p438	p305	8055971	0
p11	p390	4565882	0
p339	p230	6537062	0
p156	p162	11640133	0
p198	p571	10801055	0
p254	p583	13108761	0
p572	p586	9867001	0
p453	p312	6918283	0
p449	p513	6668471	0
p540	p40	3793495	0
p403	p487	45219	0
p552	p396	15266727	0
p556	p48	15497417	0
p259	p382	14640010	0
p184	p256	12293807	0
p232	p449	9116937	0
p0	p328	4338304	0
p452	p121	303937	0
p594	p1	2390314	0
p130	p378	9417499	0
p111	p39	1173121	0
p50	p272	12684317	0
p577	p321	7910500	0
p31	p115	13459913	0
p72	p41	15258648	0
p523	p592	3210340	0
p292	p518	2545797	0
p501	p279	11340440	0
p552	p70	3958126	0
p384	p579	2944896	0
p143	p57	9069035	0
p140	p460	8511554	0
p198	p279	3355072	0
p466	p64	11627294	0
p282	p263	11538935	0
p21	p415	8967732	0
p438	p9	1596546	0
p493	p495	8594173	0
p277	p484	6697215	0
p46	p542	113340	0
p173	p71	15011635	0
p240	p106	3604431	0
p63	p464	3208981	0
p375	p540	15762758	0
p551	p471	6790974	0
p360	p71	10901377	0
p54	p443	8522444	0
p343	p288	6052031	0
p136	p469	10878533	0
p580	p536	8578285	0
p232	p119	9534307	0
p15	p23	15187060	0
p213	p357	1769576	0
p462	p446	2869839	0
p61	p36	15882501	0
p408	p272	5834403	0
p126	p135	13105340	0
p471	p100	7179605	0
p188	p103	4359671	0
p103	p164	11528066	0
p134	p432	3557852	0
p153	p85	6320011	0
p588	p329	14819528	0
p306	p317	14352416	0
p330	p572	3749563	0
p277	p197	15361891	0
p51	p526	13370345	0
p106	p208	11481896	0
p157	p117	6782233	0
p368	p449	12203106	0
p501	p190	5703666	0
p67	p537	2628322	0
p401	p225	8246807	0
p426	p221	8466015	0
p531	p120	220792	0
p228	p71	8181255	0
p341	p435	13016165	0
p14	p16	12263955	0
p11	p64	13194487	0
p545	p168	7956175	0
p455	p39	8678755	0
p104	p568	11055255	0
p372	p434	7231383	0
p117	p367	8117938	0
p236	p337	7111091	0
p8	p63	6514610	0
p376	p139	15978810	0
p224	p42	11282199	0
p198	p175	3967959	0
p557	p252	4023299	0
p375	p247	332143	0
p558	p381	14086699	0
p490	p271	1877809	0
p62	p153	14938283	0
p325	p274	6994264	0
p217	p23	13384264	0
p583	p48	3436377	0
p411	p253	7746678	0
p340	p122	7442796	0
p231	p16	14110996	0
p413	p377	4371909	0
p527	p200	6713447	0
p416	p485	1726260	0
p501	p594	564788	0
p65	p572	6273210	0
p242	p29	6252105	0
p548	p584	8303246	0
p425	p598	7952670	0
p384	p253	4912272	0
p155	p281	11136393	0
p9	p262	13857691	0
p33	p12	8271788	0
p340	p414	10947217	0
p445	p578	6645130	0
p348	p109	16066091	0
p431	p464	7610108	0
p406	p96	7080599	0
p351	p353	15252376	0
p170	p177	1437906	0
p139	p485	14768293	0
p122	p344	8746359	0
p98	p282	357111	0
p306	p58	839356	0
p594	p452	11300778	0
p146	p5	6636178	0
p30	p549	1261987	0
p211	p328	13083010	0
p475	p133	3777681	0
p72	p443	4636731	0
p162	p327	6056618	0
p55	p257	8798452	0
p232	p308	9827958	0
p222	p494	7005575	0
p271	p450	3746837	0
p469	p329	8963957	0
p240	p372	3124959	0
p8	p497	600466	0
p82	p15	6193309	0
p178	p38	15152204	0
p126	p246	14796662	0
p140	p494	2793385	0
p446	p272	12905179	0
p220	p539	10010782	0
p68	p274	4326950	0
p486	p5	921553	0
p269	p364	13333667	0
p298	p414	6554529	0
p582	p108	8558528	0
p288	p67	12934609	0
p76	p268	821200	0
p298	p458	4647893	0
p135	p218	12493424	0
p347	p335	4933995	0
p170	p412	2077689	0
p575	p505	8462791	0
p361	p477	15438451	0
p204	p385	13417298	0
p521	p166	6502443	0
p341	p58	15960263	0
p19	p579	3368164	0
p486	p356	14739232	0
p39	p132	10490877	0
p509	p510	5493265	0
p532	p541	11311489	0
p545	p100	1508134	0
p81	p504	15545515	0
p286	p443	7902498	0
p29	p587	2769216	0
p577	p356	5513537	0
p461	p159	10214193	0
p118	p9	4935356	0
p387	p125	6470289	0
p556	p318	2126971	0
p178	p519	3073331	0
p364	p103	8813584	0
p581	p347	5877838	0
p83	p95	5090465	0
p11	p194	12418762	0
p284	p450	12836850	0
p385	p420	11194592	0
p137	p100	11908633	0
p391	p381	10827124	0
p520	p382	5759758	0
p160	p304	11595479	0
p575	p63	7336427	0
p284	p502	11379344	0
p430	p101	103787	0
p29	p392	10493744	0
p599	p573	3350298	0
p223	p573	13342047	0
p269	p355	7933882	0
p466	p406	7808950	0
p317	p323	8321961	0
p475	p296	7339915	0
p157	p190	5619718	0
p352	p62	3745771	0
p189	p235	13896741	0
p457	p99	2067815	0
p192	p150	5709342	0
p275	p309	2502679	0
p157	p123	2874864	0
p517	p150	10867017	0
p488	p179	12887957	0
p359	p63	8936428	0
p290	p330	15335048	0
p210	p319	14597638	0
p142	p536	286906	0
p98	p349	11287267	0
p274	p464	10158548	0
p362	p101	7145267	0
p475	p136	15214145	0
p278	p48	13464727	0
p597	p142	7365436	0
p47	p101	13217774	0
p578	p448	76674	0
p170	p582	8115330	0
p460	p23	6521562	0
p25	p119	4289994	0
p580	p80	8776352	0
p124	p109	2851527	0
p99	p236	6544924	0
p178	p538	831498	0
p368	p579	7367780	0
p127	p550	4708782	0
p178	p113	5193142	0
p62	p215	10115524	0
p24	p513	3603726	0
p63	p93	10055469	0
p196	p159	12372656	0
p9	p130	5682200	0
p363	p449	13209328	0
p451	p472	28391	0
p98	p103	12324435	0
p229	p154	5013506	0
p129	p296	10056763	0
p230	p423	1800305	0
p299	p386	12424029	0
p360	p547	13800759	0
p100	p535	4078820	0
p165	p48	3727623	0
p117	p543	4721014	0
p333	p497	6946849	0
p77	p572	15855652	0
p135	p92	2075794	0
p262	p270	1885418	0
p76	p266	2023485	0
p406	p297	3917322	0
p26	p52	8743546	0
p32	p104	9159838	0
p430	p266	13957643	0
p432	p344	14204330	0
p304	p399	13137957	0
p229	p441	14406534	0
p18	p193	1347389	0
p47	p316	8793647	0
p556	p511	9022210	0
p141	p301	421508	0
p25	p321	12469623	0
p580	p464	11507529	0
p493	p308	51485	0
p194	p379	11333845	0
p404	p150	532352	0
p82	p80	14591436	0
p229	p366	11061961	0
p25	p60	13936172	0
p30	p31	166353	0
p19	p445	15006768	0
p478	p67	7009987	0
p299	p64	7866332	0
p358	p1	14390077	0
p431	p217	1238910	0
p343	p417	15352084	0
p96	p335	531954	0
p10	p384	3077901	0
p262	p200	13360550	0
p365	p434	5761631	0
p351	p107	10207247	0
p250	p579	3172970	0
p47	p300	8007639	0
p77	p75	6295058	0
p538	p446	5931748	0
p217	p182	12470579	0
p137	p182	4366824	0
p549	p97	4849228	0
p136	p335	12413819	0
p160	p273	7366378	0
p160	p557	14210788	0
p446	p573	4207416	0
p341	p180	5506785	0
p274	p418	10464479	0
p12	p4	11837533	0
p15	p437	12538940	0
p464	p270	8757840	0
p311	p319	5752130	0
p582	p227	9287843	0
p360	p566	11366395	0
p178	p235	4962637	0
p512	p335	680589	0
p579	p288	3752984	0
p403	p281	11658084	0
p130	p7	11729223	0
p33	p177	12442157	0
p224	p281	2113162	0
p28	p568	8503216	0
p590	p22	9769472	0
p33	p5	6925787	0
p37	p364	5837817	0
p183	p335	2943449	0
p98	p289	11007978	0
p353	p252	13040445	0
p16	p542	467014	0
p589	p63	8585779	0
p413	p3	7338073	0
p103	p48	4939554	0
p270	p84	9326927	0
p10	p226	15380007	0
p69	p159	14976724	0
p303	p459	10110414	0
p214	p355	7958326	0
p50	p311	4212934	0
p187	p382	12530139	0
p15	p518	9904251	0
p298	p79	8698803	0
p492	p147	7998493	0
p81	p329	4594000	0
p264	p294	13978902	0
p45	p198	6454683	0
p493	p99	10363946	0
p286	p42	11706420	0
p361	p159	1963358	0
p68	p193	13723550	0
p384	p34	7078945	0
p64	p279	5470311	0
p444	p144	12152385	0
p551	p260	2066992	0
p215	p253	1508467	0
p447	p526	5082375	0
p551	p598	2357545	0
p188	p301	12168528	0
p125	p67	4235910	0
p180	p319	9194734	0
p581	p441	10261270	0
p158	p555	1885335	0
p231	p382	11988148	0
p583	p41	15898572	0
p565	p9	3672748	0
p141	p264	6479937	0
p19	p72	11454185	0
p439	p187	8598155	0
p143	p465	10935407	0
p261	p450	4274831	0
p9	p448	10551277	0
p387	p288	9713886	0
p576	p310	5219285	0
p44	p177	8381561	0
p549	p260	1338764	0
p546	p473	15776192	0
p112	p524	2797070	0
p591	p66	8540782	0
p86	p560	9755637	0
p12	p103	13132318	0
p350	p42	8758880	0
p156	p343	13692752	0
p72	p40	10407098	0
p494	p278	15386688	0
p319	p201	1118413	0
p432	p36	4920569	0
p558	p520	10232040	0
p283	p5	14138785	0
p574	p430	2262230	0
p165	p158	2294273	0
p493	p427	14205680	0
p588	p195	4523039	0
p289	p53	9277927	0
p410	p542	11793815	0
p24	p374	4541985	0
p141	p483	12498506	0
p187	p440	4630537	0
p585	p598	3717993	0
p211	p448	7040456	0
p354	p78	634158	0
p438	p44	15823712	0
p559	p355	8690401	0
p378	p183	11196004	0
p480	p354	12362650	0
p76	p434	386881	0
p85	p49	8864424	0
p60	p142	1021341	0
p525	p450	7307264	0
p325	p440	7351657	0
p581	p27	10016728	0
p179	p353	10594569	0
p218	p434	194871	0
p385	p6	13472096	0
p193	p84	3362856	0
p551	p442	8406694	0
p277	p162	8160836	0
p386	p573	9326451	0
p80	p447	10707795	0
p377	p536	15883673	0
p526	p78	188925	0
p173	p312	3201882	0
p364	p591	15027291	0
p193	p399	14727779	0
p88	p20	5553489	0
p361	p78	14891304	0
p409	p78	11087288	0
p31	p464	5406631	0
p264	p347	14240100	0
p238	p518	6167558	0
p491	p565	15392678	0
p293	p177	1301141	0
p148	p434	2794621	0
p377	p549	923765	0
p179	p508	944688	0
p501	p33	12677327	0
p559	p86	10312851	0
p495	p22	6169508	0
p330	p230	735176	0
p111	p114	6791387	0
p499	p256	12625885	0
p136	p198	23450	0
p480	p52	4060835	0
p140	p569	7314359	0
p136	p514	13716117	0
p314	p549	150476	0
p38	p483	13728882	0
p589	p549	1123435	0
p371	p281	15120545	0
p161	p479	12713687	0
p255	p308	4629760	0
p577	p391	1201248	0
p570	p123	14714854	0
p178	p208	572713	0
p112	p258	10322146	0
p427	p12	1500983	0
p16	p278	7505006	0
p196	p598	2368005	0
p586	p227	8487684	0
p413	p221	2072992	0
p438	p85	5917584	0
p277	p238	5640649	0
p148	p182	11957799	0
p387	p84	8640390	0
p141	p411	8869724	0
p223	p595	14006391	0
p58	p312	15290377	0
p447	p244	10941355	0
p45	p378	11381767	0
p523	p51	108365	0
p94	p279	15657771	0
p558	p593	12196032	0
p514	p29	3561542	0
p24	p95	10680043	0
p377	p389	11191604	0
p419	p583	15512905	0
p42	p297	11522531	0
p3	p73	1955687	0
p26	p85	10726990	0
p531	p478	11291298	0
p314	p153	6092777	0
p493	p476	1324307	0
p438	p495	12455687	0
p595	p312	11767959	0
p337	p35	8807881	0
p307	p177	836209	0
p368	p535	11954208	0
p518	p524	5607188	0
p87	p236	8024996	0
p176	p71	3642352	0
p196	p535	15203140	0
p274	p225	7815565	0
p514	p320	10520086	0
p466	p336	8723946	0
p6	p247	4355288	0
p95	p371	4337849	0
p328	p536	312705	0
p376	p399	12017338	0
p464	p67	11087686	0
p213	p128	3227954	0
p11	p533	16038434	0
p552	p436	15981011	0
p361	p447	12352255	0
p332	p462	451872	0
p418	p312	13752851	0
p369	p20	5921021	0
p58	p252	792070	0
p242	p288	15940547	0
p1	p587	7363788	0
p91	p570	4747083	0
p394	p583	13570059	0
p81	p154	10639842	0
p81	p103	8188847	0
p550	p524	4474032	0
p74	p375	10588433	0
p466	p94	1986389	0
p484	p201	6733786	0
p359	p117	2647686	0
p241	p43	11325411	0
p515	p225	14876221	0
p164	p128	10544710	0
p238	p447	10550183	0
p12	p150	5158429	0
p47	p95	12417291	0
p516	p232	12252043	0
p0	p448	6143442	0
p113	p67	9201841	0
p422	p390	10425391	0
p529	p64	11570202	0
p474	p348	1514289	0
p504	p381	3417217	0
p138	p84	873473	0
p458	p270	5507651	0
p277	p49	8480768	0
p342	p410	6685958	0
p420	p591	13253675	0
p504	p507	11759236	0
p207	p313	7262309	0
p242	p277	15510292	0
p44	p281	10441111	0
p317	p131	4568532	0
p47	p592	10871885	0
p276	p403	10270947	0
p219	p297	12278037	0
p100	p379	2453967	0
p92	p362	5675842	0
p514	p302	950795	0
p227	p146	2156426	0
p488	p287	1575626	0
p581	p542	4787757	0
p468	p114	8985708	0
p430	p396	11672221	0
p547	p226	13458341	0
p11	p165	12674963	0
p191	p151	5436894	0
p275	p529	12330049	0
p231	p13	11024535	0
p136	p494	7027094	0
p75	p182	2289375	0
p522	p63	15443791	0
p218	p94	9016941	0
p433	p58	12335758	0
p284	p106	6499906	0
p563	p598	13320364	0
p315	p368	110904	0
p149	p587	11251645	0
p287	p92	9449794	0
p219	p251	13943490	0
p273	p64	1041894	0
p354	p246	11259172	0
p4	p278	490777	0
p549	p52	10276676	0
p25	p68	10913263	0
p43	p571	10672422	0
p184	p466	7024048	0
p567	p295	2551114	0
p343	p60	11233901	0
p156	p516	10530616	0
p551	p196	9465219	0
p423	p357	7979572	0
p287	p570	11807965	0
p401	p373	6991979	0
p173	p180	14079379	0
p445	p29	3484232	0
p408	p490	5093709	0
p183	p114	2684195	0
p447	p334	10290829	0
p190	p181	11932994	0
p103	p560	10728702	0
p462	p249	2745978	0
p316	p594	332708	0
p95	p496	7259053	0
p93	p70	3588382	0
p34	p335	8067163	0
p90	p44	4630826	0
p590	p406	7136387	0
p118	p366	418886	0
p320	p420	4786678	0
p211	p5	3009922	0
p534	p41	10261665	0
p144	p85	12607369	0
p8	p328	3282371	0
p576	p354	7925853	0
p186	p599	8485207	0
p143	p551	3255160	0
p547	p513	8440796	0
p424	p296	1531959	0
p218	p110	14865901	0
p25	p461	11006945	0
p520	p16	10731049	0
p564	p562	28610	0
p364	p373	7914153	0
p386	p30	14931245	0
p98	p454	4060404	0
p171	p342	9215682	0
p435	p346	3908296	0
p90	p200	3036988	0
p18	p65	9201285	0
p324	p251	11003042	0
p489	p125	9109884	0
p59	p428	1742934	0
p170	p101	12643453	0
p348	p392	4307496	0
p369	p121	7795329	0
p63	p53	11663735	0
p218	p374	12042895	0
p4	p289	7175971	0
p361	p436	15825843	0
p206	p340	4519639	0
p581	p135	3846379	0
p175	p195	14029683	0
p488	p402	4672690	0
p501	p520	4002549	0
p560	p542	5048940	0
p441	p380	7436302	0
p163	p427	8717025	0
p438	p234	12876439	0
p448	p145	8147300	0
p383	p320	15770778	0
p210	p292	14171602	0
p125	p103	7966040	0
p57	p526	10494370	0
p376	p205	5051566	0
p82	p522	13569168	0
p130	p252	9821105	0
p521	p7	1830676	0
p266	p491	14281035	0
p171	p455	3850507	0
p434	p48	2077981	0
p342	p594	8166912	0
p588	p215	5846378	0
p457	p207	11598720	0
p579	p443	4306552	0
p75	p505	3862759	0
p500	p294	3439561	0
p417	p279	5994420	0
p228	p140	8558326	0
p547	p167	8140929	0
p382	p150	4315364	0
p462	p467	11943492	0
p353	p226	9583819	0
p223	p303	2009826	0
p446	p1	6169438	0
p253	p16	5856287	0
p343	p450	4543526	0
p333	p222	9475978	0
p74	p288	4214820	0
p330	p356	12915907	0
p83	p470	7521814	0
p178	p385	13247357	0
p10	p433	447603	0
p36	p86	12772169	0
p173	p29	14336443	0
p80	p153	13618983	0
p448	p263	3043072	0
p345	p194	2196421	0
p105	p110	3665823	0
p19	p587	3407967	0
p51	p252	2462709	0
p179	p115	14078628	0
p57	p130	1510396	0
p45	p227	11832612	0
p198	p236	2213985	0
p149	p462	10745864	0
p73	p322	6307846	0
p106	p283	2926336	0
p413	p44	3598374	0
p11	p588	7438422	0
p169	p560	3495963	0
p286	p497	5907529	0
p338	p130	5482137	0
p56	p527	5183683	0
p451	p591	2170075	0
p298	p266	7595365	0
p107	p354	1803479	0
p205	p549	13990142	0
p523	p267	5339814	0
p376	p501	11946083	0
p160	p4	12153428	0
p143	p215	5650655	0
p431	p458	1173743	0
p134	p357	4337134	0
p350	p510	12918033	0
p342	p556	5600387	0
p342	p595	13936724	0
p468	p550	5882612	0
p456	p80	7843538	0
p431	p281	10928629	0
p255	p106	8932273	0
p318	p15	9611062	0
p287	p138	607764	0
p131	p478	4580749	0
p340	p301	499475	0
p457	p297	8474163	0
p515	p506	9860903	0
p358	p122	6840892	0
p567	p576	13487687	0
p410	p217	6970650	0
p15	p227	1046319	0
p242	p586	2382139	0
p68	p226	600229	0
p110	p331	9484156	0
p109	p599	12826688	0
p457	p58	4314918	0
p206	p477	13334658	0
p220	p37	7937633	0
p56	p167	6639145	0
p12	p380	7575747	0
p409	p281	7593227	0
p552	p26	15992530	0
p144	p388	14778943	0
p13	p335	2467527	0
p402	p441	10125685	0
p56	p237	11815805	0
p61	p365	12054112	0
p150	p560	10121611	0
p533	p86	11461719	0
p474	p506	7007324	0
p144	p194	13911315	0
p354	p183	3770841	0
p428	p392	10101876	0
p540	p217	4856505	0
p219	p42	10895143	0
p202	p144	3638640	0
p124	p578	2152054	0
p143	p385	678813	0
p39	p245	15569369	0
p254	p388	7055490	0
p385	p424	13861057	0
p203	p473	12427352	0
p402	p587	8939580	0
p125	p16	4876279	0
p124	p280	3368846	0
p192	p578	767193	0
p179	p556	5170885	0
p104	p335	7463259	0
p54	p353	14713858	0
p497	p73	15310034	0
p483	p283	12393336	0
p3	p261	10956005	0
p90	p290	4043277	0
p272	p176	9275354	0
p482	p432	1180881	0
p567	p570	6345041	0
p419	p132	1885855	0
p310	p420	10731205	0
p101	p416	13441759	0
p4	p22	2010669	0
p248	p59	10224598	0
p286	p585	4922412	0
p587	p443	14145375	0
p83	p161	14218507	0
p204	p305	673131	0
p285	p584	9843146	0
p312	p300	8855782	0
p117	p344	14280802	0
p315	p38	7480239	0
p512	p114	12178585	0
p508	p485	5971620	0
p81	p190	5493254	0
p247	p17	4925087	0
p256	p224	10522506	0
p16	p128	6172181	0
p125	p150	9981202	0
p412	p511	7963406	0
p402	p273	6357523	0
p445	p154	6764822	0
p456	p442	4947789	0
p372	p122	3244763	0
p566	p467	13172588	0
p156	p262	8212302	0
p249	p435	14330602	0
p539	p527	13646832	0
p93	p382	1596790	0
p211	p246	10364711	0
p104	p396	14198543	0
p402	p297	15591601	0
p539	p21	2940666	0
p374	p21	6310444	0
p583	p44	11258521	0
p547	p166	13245501	0
p443	p366	13501030	0
p440	p571	990971	0
p276	p429	6282616	0
p83	p163	14660434	0
p160	p137	14522840	0
p338	p336	6216883	0
p499	p537	3157423	0
p62	p250	1175049	0
p18	p434	12173750	0
p360	p525	9256220	0
p180	p279	12603600	0
p351	p34	8941141	0
p390	p138	13600005	0
p275	p421	10078592	0
p395	p583	2954317	0
p76	p394	12907366	0
p54	p414	4754546	0
p141	p385	7802679	0
p162	p119	10880827	0
p149	p511	2625740	0
p126	p548	166358	0
p484	p379	11352143	0
p522	p152	8688463	0
p242	p182	5755919	0
p106	p263	3767451	0
p381	p245	11566407	0
p192	p143	16065533	0
p264	p199	9014232	0
p175	p261	7448347	0
p465	p379	8244261	0
p143	p425	6702001	0
p102	p79	4056487	0
p286	p86	2834604	0
p162	p351	12737546	0
p42	p262	16002766	0
p39	p453	4069541	0
p11	p184	2494607	0
p298	p564	16037201	0
p368	p380	7228822	0
p6	p250	4911543	0
p361	p119	2323704	0
p2	p277	2868717	0
p329	p366	13776381	0
p192	p466	13185918	0
p99	p417	3240056	0
p534	p494	1056461	0
