waypoint1	waypoint2	distance_m	duration_s
p14	p49	8922338	0
p18	p42	4671985	0
p11	p34	10981149	0
p21	p4	2508453	0
p8	p5	2783533	0
p56	p6	2305179	0
p11	p53	669026	0
p56	p39	11465093	0
p32	p46	6490516	0
p26	p58	12748473	0
p21	p14	8198202	0
p32	p23	539809	0
p28	p22	5058923	0
p17	p5	2692961	0
p0	p21	14824146	0
p57	p36	5326807	0
p7	p51	3795246	0
p30	p5	5641707	0
p3	p50	11991121	0
p18	p1	5263533	0
p8	p20	10976678	0
p26	p31	2046869	0
p32	p3	6635423	0
p2	p48	12454589	0
p46	p7	15879325	0
p2	p38	6664659	0
p41	p23	10847033	0
p1	p34	2522268	0
p57	p51	10496571	0
p55	p6	13988725	0
p10	p41	15211804	0
p48	p22	7372271	0
p30	p20	15214723	0
p30	p45	15466403	0
p44	p50	1724032	0
p20	p16	12284276	0
p54	p15	8382523	0
p43	p34	7705283	0
p21	p20	5622542	0
p57	p50	15480392	0
p11	p46	13172567	0
p15	p53	14490682	0
p27	p16	15950893	0
p16	p48	5692726	0
p54	p6	493769	0
p21	p23	6231910	0
p36	p29	10219001	0
p2	p24	15007979	0
p9	p22	3688416	0
p3	p13	13260928	0
p24	p12	7296963	0
p56	p26	2484169	0
p13	p14	12213435	0
p30	p44	4597802	0
p47	p49	2416277	0
p46	p12	12616026	0
p25	p33	1386110	0
p32	p38	14855231	0
p0	p14	9114864	0
p33	p14	5641254	0
p32	p35	532586	0
p57	p59	15033262	0
p38	p22	2088873	0
p8	p44	6114668	0
p15	p42	7649019	0
p50	p6	8333591	0
p3	p41	10407071	0
p33	p26	6451842	0
p57	p13	12890473	0
p26	p43	5921860	0
p12	p36	6971518	0
p15	p4	9672948	0
p42	p49	12006150	0
p55	p44	12813125	0
p1	p41	8265635	0
p46	p6	16089078	0
p38	p15	4882169	0
p10	p34	6067343	0
p54	p37	9841895	0
p33	p22	7780516	0
p18	p54	7395057	0
p45	p43	7927001	0
p59	p34	13679775	0
p55	p15	2937772	0
p54	p20	6943747	0
p21	p17	2379057	0
p30	p16	6218119	0
p11	p55	7212080	0
p16	p17	13263649	0
p8	p15	15611453	0
p25	p38	7121020	0
p3	p27	9760653	0
p33	p43	4417785	0
p19	p17	9530169	0
p55	p36	8776535	0
p32	p22	7045728	0
p30	p6	177656	0
p56	p13	800490	0
p18	p46	14215775	0
p8	p16	12731375	0
p41	p22	15386277	0
p46	p35	11292832	0
p54	p56	8249516	0
p37	p42	9961888	0
p37	p17	6149088	0
p10	p48	5558964	0
p38	p39	8985343	0
p43	p6	3572396	0
p54	p3	146434	0
p38	p9	9414733	0
p6	p34	10818155	0
p27	p38	4088805	0
p45	p39	8482944	0
p46	p44	13190122	0
p33	p6	6439379	0
p29	p42	9583755	0
p37	p51	8744822	0
p44	p31	9499503	0
p55	p52	11148854	0
p45	p50	5019542	0
p25	p53	8674914	0
p0	p39	10555800	0
p15	p23	4328864	0
p38	p6	9949102	0
p30	p39	10099304	0
p46	p15	2888682	0
p57	p44	10963115	0
p32	p50	13574310	0
p2	p4	4892356	0
p57	p41	10833738	0
p20	p40	15956326	0
p10	p21	7108205	0
p49	p4	12219347	0
p42	p52	5085642	0
p14	p4	2160815	0
p3	p39	1588484	0
p32	p17	16062928	0
p56	p44	5596966	0
p47	p23	3566612	0
p14	p16	8573350	0
p10	p8	15238006	0
p13	p41	1328011	0
p52	p16	8637727	0
p47	p27	7296919	0
p22	p5	13660561	0
p52	p23	11712414	0
p45	p5	11474619	0
p25	p34	259487	0
p18	p35	783663	0
p33	p55	4515618	0
p36	p6	12427730	0
p13	p49	9135978	0
p2	p10	2967746	0
p45	p20	11468861	0
p45	p1	1642587	0
p26	p51	10190046	0
p19	p24	10727915	0
p54	p50	15263061	0
p34	p16	571095	0
p50	p37	4613050	0
p46	p9	13382533	0
p54	p51	9511131	0
p55	p22	9515614	0
p32	p54	8205216	0
p0	p26	9321757	0
p20	p49	7942057	0
p39	p16	15027967	0
p38	p26	4949838	0
p29	p41	9424140	0
p43	p21	14134461	0
p14	p20	13013008	0
p12	p14	5263187	0
p33	p12	12785429	0
p56	p16	10325472	0
p25	p28	6083614	0
p43	p59	290795	0
p20	p53	11160606	0
p26	p36	2545519	0
p12	p16	5285869	0
p12	p31	2278318	0
p58	p49	9964750	0
p58	p37	7748980	0
p54	p42	1493280	0
p18	p44	3127169	0
p32	p34	12084564	0
p26	p48	15322744	0
p15	p34	2241282	0
p2	p5	5342012	0
p47	p55	492341	0
p34	p17	14103244	0
p47	p13	4044524	0
p7	p5	12986403	0
p51	p17	15633709	0
p10	p22	8073377	0
p9	p5	8285950	0
p38	p5	2790862	0
p27	p45	9291315	0
p30	p58	15159094	0
p3	p17	9789336	0
p54	p1	13683044	0
p29	p6	11379593	0
p26	p23	7967390	0
p44	p35	14582160	0
p44	p6	750343	0
p37	p59	4109037	0
p49	p48	14301215	0
p45	p49	15227482	0
p55	p9	15053672	0
p20	p59	8514105	0
p0	p13	7344534	0
p57	p34	6384965	0
p39	p50	13890318	0
p11	p6	2183076	0
p3	p37	10091216	0
p33	p58	2979352	0
p45	p51	8555790	0
p53	p22	9162866	0
p59	p53	7506820	0
p56	p41	9257360	0
p23	p4	6058652	0
p9	p7	8384921	0
p58	p28	4275093	0
p11	p31	3941199	0
p10	p53	985431	0
p54	p17	14802895	0
p8	p23	870364	0
p45	p57	534115	0
p33	p53	10625770	0
p29	p59	5514373	0
p39	p7	7714754	0
p10	p9	9397517	0
p33	p28	13090237	0
p14	p7	9347425	0
p2	p28	8614447	0
p25	p52	10262630	0
p2	p27	232693	0
p11	p45	5931930	0
p0	p50	4325005	0
p31	p40	9145475	0
p27	p29	12903762	0
p59	p4	14731038	0
p24	p20	3687976	0
p19	p44	14336084	0
p38	p59	15948977	0
p18	p37	14378435	0
p19	p48	1366722	0
p2	p47	3818155	0
p20	p23	10674503	0
p24	p42	6762769	0
p0	p8	7355159	0
p39	p36	3952594	0
p39	p41	13021328	0
p27	p20	2815215	0
p33	p38	939556	0
p45	p28	9976747	0
p2	p36	1268113	0
p9	p31	11790293	0
p43	p37	2510074	0
p58	p51	4784580	0
p29	p51	9033450	0
p32	p44	57457	0
p37	p35	11856814	0
p38	p51	13342636	0
p47	p33	13821098	0
p31	p53	2359917	0
p30	p31	1133538	0
p47	p45	2231383	0
p25	p8	5894599	0
p25	p21	14679951	0
p44	p34	12945044	0
p30	p36	3824502	0
p25	p40	6795093	0
p57	p21	4061982	0
p12	p13	10500420	0
p56	p58	7380138	0
p31	p51	1002418	0
p3	p22	9560753	0
p0	p43	3777700	0
p1	p6	10915167	0
p11	p51	6028483	0
p12	p4	2649648	0
p58	p59	3987843	0
p2	p12	7048054	0
p52	p49	12078139	0
p23	p48	5633111	0
p50	p23	5889430	0
p25	p5	7629419	0
p54	p5	10676245	0
p2	p33	4217880	0
p2	p52	5448959	0
p59	p23	7719765	0
p33	p5	7010345	0
p46	p59	4804354	0
p47	p15	5751996	0
p12	p27	6243905	0
p26	p53	13969842	0
p3	p51	2824763	0
p34	p5	6859329	0
p57	p48	2301451	0
p50	p51	157208	0
p21	p51	9648958	0
p47	p35	8046466	0
p38	p17	4311956	0
p21	p52	10040517	0
p24	p1	9538534	0
p8	p49	5297377	0
p36	p7	4224890	0
p26	p34	9478299	0
p42	p16	10356942	0
p33	p31	4143914	0
p31	p14	5212070	0
p11	p20	14283595	0
p12	p20	6559219	0
p12	p45	6356529	0
p45	p58	7899140	0
p31	p28	3014174	0
p42	p51	504149	0
p12	p22	15221395	0
p0	p36	14586178	0
p11	p28	14030731	0
p47	p26	433491	0
p3	p58	226548	0
p27	p49	13496465	0
p29	p40	9774137	0
p32	p11	12594209	0
p43	p23	6660305	0
p26	p17	9738843	0
p38	p50	597867	0
p3	p36	11238074	0
p18	p51	7462254	0
p19	p22	2307171	0
p8	p7	14306680	0
p27	p9	942849	0
p2	p45	3419671	0
p39	p35	6020274	0
p11	p8	8292107	0
p46	p58	6477829	0
p38	p42	15687405	0
p4	p40	5757150	0
p13	p28	2955639	0
p24	p57	11328250	0
p3	p29	13425119	0
p11	p4	14957873	0
p56	p35	14858309	0
p11	p30	1627295	0
p30	p57	12587039	0
p40	p35	9585545	0
p29	p7	7065087	0
p1	p5	3940551	0
p10	p42	5985370	0
p43	p49	13892635	0
p8	p37	7997050	0
p2	p22	372273	0
p45	p21	879739	0
p46	p45	7255777	0
p59	p22	13703770	0
p9	p29	10693024	0
p3	p48	12097599	0
p0	p29	6447004	0
p3	p24	7050150	0
p3	p26	8073476	0
p39	p5	13369050	0
p47	p59	15095838	0
p6	p52	7414196	0
p3	p23	2358396	0
p15	p37	10169185	0
p37	p49	14354378	0
p25	p3	2256674	0
p19	p0	8640430	0
p10	p27	4930294	0
p19	p9	9988937	0
p32	p51	3201369	0
p2	p55	2350237	0
p0	p57	495357	0
p27	p7	12240907	0
p31	p48	3317106	0
p4	p53	14510508	0
p1	p37	10216545	0
p25	p46	12076022	0
p33	p13	8654834	0
p32	p45	5458477	0
p2	p59	13379502	0
p55	p41	10144862	0
p33	p57	169315	0
p3	p0	5330548	0
p18	p43	15213652	0
p58	p35	14779958	0
p56	p21	6031579	0
p8	p28	6347191	0
p54	p34	1336316	0
p55	p45	10070054	0
p43	p48	5660493	0
p55	p34	10137882	0
p15	p17	3913028	0
p9	p36	3390594	0
p13	p59	4928027	0
p55	p59	12589505	0
p26	p5	6973319	0
p32	p15	12938720	0
p45	p56	7652014	0
p50	p52	5411066	0
p6	p41	832862	0
p27	p52	1228406	0
p29	p21	756203	0
p12	p49	5843475	0
p10	p4	15185908	0
p3	p38	376765	0
p33	p36	5544252	0
p18	p31	8056526	0
p1	p40	9563077	0
p29	p28	5282574	0
p13	p35	15802861	0
p55	p42	4473498	0
p57	p52	14970971	0
p19	p12	10834006	0
p51	p48	12743091	0
p2	p53	1915338	0
p46	p40	1694152	0
p57	p23	7912321	0
p24	p31	5850393	0
p32	p14	9364637	0
p3	p43	13847996	0
p6	p42	11871674	0
p27	p42	13953112	0
p30	p35	301129	0
p11	p48	10673948	0
p58	p17	13772621	0
p9	p4	10328319	0
p56	p34	13355435	0
p37	p16	5775966	0
p11	p15	2564573	0
p21	p53	14129181	0
p8	p51	1246527	0
p11	p40	2554433	0
p56	p52	3223531	0
p0	p20	11431402	0
p16	p53	5788621	0
p10	p20	3182874	0
p0	p1	1536779	0
p57	p20	15937922	0
p21	p59	8153568	0
p38	p1	3324096	0
p3	p49	12182790	0
p47	p7	11941164	0
p45	p26	12740099	0
p56	p7	4370948	0
p57	p49	7268140	0
p57	p5	15198574	0
p0	p31	5950116	0
p0	p42	2582824	0
p33	p1	4441335	0
p24	p8	9518342	0
p53	p5	14469152	0
p10	p40	8319170	0
p38	p29	14712533	0
p28	p34	4763937	0
p44	p23	1096004	0
p2	p15	10991229	0
p47	p0	14647109	0
p33	p39	14518977	0
p12	p29	8549443	0
p19	p21	11597911	0
p54	p29	6202522	0
p38	p31	12790540	0
p29	p16	5368406	0
p0	p27	126985	0
p57	p4	11011662	0
p8	p42	2232418	0
p25	p19	15115473	0
p25	p6	7843277	0
p54	p46	15290061	0
p29	p48	12253980	0
p28	p37	13564231	0
p24	p43	15112806	0
p6	p4	2422725	0
p10	p57	4792703	0
p27	p4	11940791	0
p6	p35	15791034	0
p25	p37	14390785	0
p30	p42	2669263	0
p40	p17	12378228	0
p10	p38	7995000	0
p1	p23	14177194	0
p33	p50	7442905	0
p18	p57	423650	0
p28	p53	14165456	0
p26	p7	12017610	0
p0	p40	3887658	0
p45	p7	8575871	0
p52	p22	15525336	0
p55	p35	14840224	0
p44	p5	7762267	0
p23	p5	8755801	0
p36	p48	425930	0
p21	p5	10719996	0
p37	p48	10968905	0
p27	p13	10177634	0
p9	p58	11440606	0
p3	p15	12635577	0
p10	p0	10565369	0
p24	p27	14316921	0
p32	p47	9712767	0
p1	p29	9896128	0
p6	p53	13964790	0
p51	p16	88307	0
p9	p20	110922	0
p0	p4	5214690	0
p27	p57	11612904	0
p36	p16	12262244	0
p6	p20	235190	0
p2	p9	10568401	0
p43	p14	7947191	0
p11	p26	2644278	0
p2	p58	14592523	0
p15	p22	13977020	0
p10	p35	11737293	0
p24	p36	12588437	0
p31	p20	11838463	0
p38	p4	15713060	0
p49	p41	2153473	0
p13	p9	11393116	0
p47	p11	14551732	0
p2	p8	11157783	0
p44	p22	2473289	0
p19	p6	8378721	0
p18	p32	15532283	0
p10	p25	6109004	0
p51	p53	12275102	0
p2	p19	15367024	0
p2	p34	1807571	0
p57	p37	361269	0
p33	p20	13650927	0
p13	p1	3976272	0
p12	p6	12916824	0
p32	p59	655406	0
p18	p17	11084800	0
p57	p15	4328061	0
p13	p52	15555954	0
p58	p5	1359224	0
p44	p14	7953447	0
p18	p27	11835581	0
p8	p34	11574642	0
p27	p22	12176046	0
p8	p36	15276849	0
p24	p4	6092386	0
p57	p1	4641250	0
p11	p1	3713025	0
p39	p53	1531660	0
p58	p22	1963467	0
p31	p52	4580123	0
p8	p13	5381912	0
p2	p30	5149102	0
p28	p16	1632708	0
p26	p42	1869184	0
p19	p41	4987963	0
p54	p43	7161480	0
p43	p16	1491057	0
p50	p5	9698830	0
p31	p4	13703442	0
p38	p20	7731788	0
p51	p52	7771539	0
p11	p39	13185815	0
p19	p45	14672148	0
p47	p51	3230005	0
p43	p29	13381475	0
p30	p29	12694604	0
p2	p44	12231517	0
p54	p11	7520827	0
p13	p15	2645979	0
p33	p23	10312761	0
p24	p29	4237004	0
p29	p34	13713817	0
p32	p13	15673409	0
p13	p50	4748865	0
p25	p58	12782034	0
p12	p41	13170206	0
p25	p51	11758714	0
p26	p29	1680333	0
p38	p23	9045738	0
p12	p42	10824054	0
p54	p31	925296	0
p28	p35	3812689	0
p39	p48	4825058	0
p3	p6	4819878	0
p43	p42	4051050	0
p33	p35	644177	0
p54	p9	11853267	0
p1	p48	11441816	0
p47	p36	8002114	0
p46	p39	13264310	0
p59	p17	6270045	0
p3	p11	5257024	0
p25	p44	3684445	0
p40	p5	642368	0
p32	p56	5424836	0
p39	p6	9341597	0
p49	p22	6643873	0
p13	p31	1000645	0
p36	p49	12043271	0
p11	p59	6620296	0
p50	p16	4262000	0
p43	p5	15512700	0
p0	p38	2286836	0
p28	p5	12647355	0
p24	p53	6732305	0
p30	p50	14675565	0
p25	p15	4121432	0
p9	p42	6068206	0
p44	p15	4894590	0
p9	p17	4954682	0
p21	p15	12357190	0
p3	p46	9474186	0
p44	p48	5221876	0
p54	p12	2398736	0
p7	p22	14904686	0
p11	p16	7393699	0
p32	p33	7889319	0
p31	p42	7942494	0
p49	p35	2691424	0
p11	p12	10114303	0
p11	p21	3366056	0
p26	p14	3761037	0
p39	p43	1641706	0
p32	p36	2997584	0
p46	p28	960810	0
p36	p37	13945057	0
p3	p44	12890175	0
p58	p16	8445174	0
p30	p38	11741829	0
p25	p41	12256464	0
p18	p40	11463753	0
p8	p52	3801242	0
p24	p38	2219884	0
p27	p21	14508333	0
p58	p48	6368310	0
p27	p36	12727709	0
p8	p39	6535888	0
p2	p56	12959730	0
p26	p6	4122821	0
p43	p35	14640962	0
p24	p13	14506926	0
p14	p17	5160967	0
p33	p56	13323911	0
p51	p5	4697908	0
p41	p35	4282777	0
p41	p34	3740305	0
p30	p43	11179762	0
p2	p7	2728030	0
p33	p49	2848807	0
p50	p22	12448461	0
p49	p23	317861	0
p8	p17	702883	0
p13	p40	1244654	0
p0	p5	7275972	0
p58	p15	2065954	0
p24	p55	1563580	0
p54	p57	1339705	0
p24	p56	9551188	0
p47	p52	13858191	0
p47	p14	722270	0
p32	p7	9234558	0
p10	p45	6204172	0
p27	p51	16059665	0
p41	p17	11044366	0
p24	p48	14159568	0
p10	p47	2003170	0
p54	p55	13503139	0
p44	p21	10441465	0
p55	p58	2119848	0
p25	p12	2232752	0
p27	p30	12333067	0
p9	p14	3494330	0
p3	p59	3677544	0
p11	p35	11022779	0
p23	p16	15123751	0
p44	p16	5261192	0
p50	p34	56019	0
p8	p26	10178977	0
p54	p0	6772274	0
p13	p6	4797841	0
p3	p53	6414985	0
p3	p33	15744853	0
p6	p17	6506143	0
p27	p53	6807222	0
p26	p40	10843043	0
p30	p37	5372812	0
p24	p46	7629777	0
p45	p23	5442699	0
p0	p48	4350268	0
p9	p34	9457324	0
p36	p23	11439511	0
p23	p35	15060089	0
p44	p7	4293591	0
p19	p8	6012088	0
p31	p34	5596254	0
p21	p41	8217048	0
p7	p59	8251385	0
p45	p40	13341894	0
p54	p30	3630021	0
p39	p34	4468397	0
p28	p49	14896822	0
p55	p37	8964718	0
p54	p27	2582369	0
p12	p59	11386001	0
p32	p40	7723609	0
p34	p53	4099071	0
p56	p59	181845	0
p12	p38	88326	0
p55	p51	3460969	0
p34	p35	12549052	0
p13	p16	7259411	0
p59	p16	6779341	0
p31	p29	6528213	0
p11	p43	12443547	0
p47	p39	9046845	0
p13	p51	10996907	0
p29	p35	9719890	0
p58	p7	12318158	0
p32	p31	13289960	0
p32	p28	3482360	0
p25	p36	15505512	0
p33	p29	9756697	0
p6	p48	2791536	0
p9	p37	12605075	0
p57	p40	2186810	0
p54	p44	79359	0
p44	p20	6399244	0
p36	p21	14665680	0
p54	p45	14980974	0
p39	p40	2478659	0
p21	p28	9093679	0
p33	p27	8253740	0
p55	p43	9265615	0
p30	p28	10383869	0
p24	p33	9573521	0
p42	p48	3428267	0
p44	p17	1725694	0
p21	p35	6370733	0
p11	p49	5682272	0
p47	p34	9012784	0
p32	p21	7136203	0
p58	p4	9902418	0
p34	p22	7877911	0
p24	p22	15423929	0
p2	p3	7984744	0
p47	p41	5626491	0
p25	p23	919809	0
p37	p23	3937316	0
p18	p9	11600026	0
p36	p41	8378431	0
p36	p42	8930077	0
p49	p16	1865273	0
p26	p16	8992284	0
p3	p8	15372036	0
p11	p50	5149728	0
p57	p39	8633465	0
p32	p0	1342053	0
p18	p29	14467126	0
p56	p36	10236871	0
p56	p49	8977123	0
p36	p53	4575781	0
p20	p51	12192124	0
p36	p15	2787121	0
p44	p4	4167857	0
p3	p55	2127404	0
p47	p48	7762416	0
p0	p45	5011470	0
p25	p59	5617675	0
p13	p37	3781526	0
p58	p36	15550729	0
p8	p22	6958188	0
p58	p20	11659257	0
p30	p51	7326893	0
p48	p40	16077219	0
p2	p6	14467987	0
p18	p12	6231526	0
p0	p22	4783643	0
p23	p53	13345699	0
p33	p8	3578587	0
p24	p9	14317505	0
p55	p40	2070986	0
p10	p54	4174364	0
p27	p58	1581524	0
p19	p58	6390072	0
p46	p41	3784624	0
p19	p51	13726669	0
p14	p40	11070942	0
p0	p12	10965395	0
p14	p42	13122625	0
p30	p14	3068748	0
p33	p30	3226472	0
p50	p48	9244576	0
p42	p53	7087774	0
p46	p50	5557987	0
p41	p4	15839176	0
p46	p0	5493206	0
p38	p13	6728984	0
p14	p48	8979481	0
p38	p52	9855506	0
p29	p53	852241	0
p20	p28	11301234	0
p29	p15	11316510	0
p14	p23	8377740	0
p1	p16	6700515	0
p19	p29	8126338	0
p50	p49	7746566	0
p25	p50	7801088	0
p6	p22	13428518	0
p0	p53	6160422	0
p36	p28	757968	0
p40	p22	10298904	0
p54	p59	5109470	0
p58	p29	9088961	0
p18	p23	4369980	0
p45	p41	3617040	0
p21	p48	12735503	0
p25	p9	15986280	0
p28	p48	6688286	0
p0	p9	7842211	0
p7	p17	11251404	0
p8	p57	8817476	0
p32	p41	9422765	0
p32	p1	9704453	0
p11	p27	13813585	0
p12	p28	3740109	0
p39	p51	12141411	0
p25	p31	2129094	0
p57	p26	10044516	0
p0	p49	11484918	0
p25	p49	9466127	0
p21	p40	6521259	0
p46	p56	11547955	0
p53	p40	10034383	0
p6	p28	10976226	0
p44	p52	2014195	0
p18	p0	5989937	0
p56	p23	12813017	0
p45	p9	10039357	0
p24	p5	14123511	0
p20	p37	15921738	0
p30	p48	13927278	0
p29	p49	1425803	0
p21	p49	3468344	0
p58	p14	5075668	0
p37	p40	7754692	0
p32	p43	4757708	0
p58	p50	13302561	0
p8	p48	5547327	0
p46	p1	171148	0
p10	p56	6901852	0
p18	p38	2751653	0
p3	p31	8074520	0
p55	p0	73273	0
p24	p49	8160444	0
p14	p51	10247093	0
p28	p41	3231413	0
p32	p37	4045663	0
p13	p21	9497777	0
p55	p8	2559523	0
p14	p34	222358	0
p7	p15	14290842	0
p25	p26	5168439	0
p55	p26	10597558	0
p18	p30	1061304	0
p10	p32	10866414	0
p12	p35	6494625	0
p12	p50	14670959	0
p57	p6	7851902	0
p42	p23	881492	0
p50	p36	10452761	0
p19	p37	8090567	0
p12	p15	7868996	0
p12	p30	4386593	0
p55	p53	5518076	0
p55	p30	13273377	0
p56	p15	2695213	0
p13	p39	6348191	0
p12	p17	4903249	0
p20	p17	5372313	0
p6	p51	6993576	0
p15	p16	1406349	0
p24	p30	4813702	0
p33	p16	738665	0
p15	p52	186104	0
p33	p15	12495769	0
p32	p26	741399	0
p54	p16	1649540	0
p39	p52	3926692	0
p56	p9	12645897	0
p6	p16	4621168	0
p8	p12	10476142	0
p54	p24	9260746	0
p44	p49	7206691	0
p47	p40	6949442	0
p43	p28	5112229	0
p33	p40	2610235	0
p10	p31	11128241	0
p39	p21	11994964	0
p30	p13	8829226	0
p1	p7	4684233	0
p45	p15	6930105	0
p15	p20	8828185	0
p58	p43	10340059	0
p18	p49	15695772	0
p33	p37	6104414	0
p8	p29	10383280	0
p2	p40	15813675	0
p27	p26	7044902	0
p24	p35	9205593	0
p31	p7	12801570	0
p46	p8	8583320	0
p11	p9	4702635	0
p25	p57	14110883	0
p1	p36	7346986	0
p0	p23	4908424	0
p4	p17	9017602	0
p9	p40	2109426	0
p30	p21	13012720	0
p46	p30	3488255	0
p46	p16	13201102	0
p30	p59	8416137	0
p15	p41	1820873	0
p47	p20	4706649	0
p31	p41	14324329	0
p3	p7	643134	0
p42	p34	13331888	0
p53	p35	943509	0
p51	p40	774254	0
p45	p6	5844176	0
p50	p28	2676040	0
p25	p30	12796408	0
p1	p26	3996086	0
p10	p7	4818352	0
p3	p57	5680847	0
p33	p0	4242192	0
p1	p42	8541255	0
p24	p23	15807017	0
p34	p23	3957411	0
p13	p23	2693991	0
p36	p59	11380352	0
p46	p13	11742388	0
p32	p30	685670	0
p10	p18	4663950	0
p31	p6	13194424	0
p8	p40	2625271	0
p33	p7	4281164	0
p19	p14	14826038	0
p39	p42	5334556	0
p19	p52	11945526	0
p47	p43	5379954	0
p23	p17	2326888	0
p18	p14	13333317	0
p38	p43	7254260	0
p10	p19	11439324	0
p19	p56	11242984	0
p47	p28	10257718	0
p30	p1	14795310	0
p6	p37	9037110	0
p55	p16	10906475	0
p36	p34	13891840	0
p55	p12	12484208	0
p55	p21	3100940	0
p8	p38	1259659	0
p30	p17	13951861	0
p15	p40	12269687	0
p13	p29	15089578	0
p30	p52	15023394	0
p12	p57	9538859	0
p51	p4	12253610	0
p7	p16	9554412	0
p55	p29	4123499	0
p58	p21	13351982	0
p28	p40	189046	0
p8	p1	10351571	0
p50	p42	15625145	0
p24	p45	1417469	0
p54	p23	934920	0
p10	p3	8553929	0
p8	p43	14197100	0
p1	p17	13394799	0
p28	p51	5337886	0
p56	p5	4231393	0
p3	p12	4780981	0
p3	p20	7585573	0
p34	p4	8734406	0
p26	p49	7352584	0
p15	p5	2310803	0
p43	p4	13191333	0
p24	p21	15774217	0
p27	p15	3940379	0
p33	p9	11588685	0
p57	p31	15233898	0
p11	p24	7857327	0
p20	p48	10063529	0
p47	p37	9904484	0
p26	p21	4800619	0
p24	p40	1951074	0
p1	p35	13092593	0
p26	p20	3779481	0
p48	p17	7230706	0
p47	p16	11779967	0
p45	p16	2453114	0
p8	p27	12080417	0
p30	p41	5706302	0
p47	p12	15275220	0
p28	p4	5220556	0
p24	p7	10477424	0
p11	p57	7079528	0
p30	p26	4144767	0
p25	p56	360797	0
p25	p1	2359699	0
p39	p14	11070565	0
p3	p4	1824428	0
p54	p40	3129687	0
p55	p28	7324284	0
p54	p38	7203554	0
p37	p34	2335872	0
p38	p48	4439291	0
p9	p35	1341233	0
p19	p26	15829957	0
p27	p43	7071917	0
p11	p0	15098537	0
p4	p48	8873955	0
p1	p20	13304424	0
p1	p50	11558389	0
