waypoint1	waypoint2	distance_m	duration_s
p13	p41	13752800	0
p68	p36	6127154	0
p52	p16	5369769	0
p47	p27	14820180	0
p22	p5	11954355	0
p68	p7	15318509	0
p8	p63	7338222	0
p45	p5	8694134	0
p25	p34	14936863	0
p18	p35	1612288	0
p33	p55	10843037	0
p26	p7	11245923	0
p36	p6	5901711	0
p13	p49	6594444	0
p69	p53	3898973	0
p2	p10	4142794	0
p45	p20	632648	0
p37	p48	10797681	0
p61	p28	15211637	0
p11	p68	2931388	0
p45	p1	4701023	0
p26	p51	9706767	0
p19	p24	15191204	0
p54	p50	8104932	0
p1	p64	8709429	0
p3	p67	5613260	0
p34	p16	206488	0
p50	p37	4808966	0
p46	p9	8027605	0
p54	p51	7808827	0
p55	p22	4198942	0
p63	p28	12584941	0
p32	p54	15758279	0
p63	p66	4532037	0
p61	p55	6120579	0
p0	p26	12258721	0
p20	p49	7528934	0
p39	p16	12261939	0
p38	p26	14497425	0
p29	p41	7996368	0
p43	p21	14494384	0
p14	p20	7518721	0
p12	p14	257626	0
p33	p12	4608273	0
p56	p16	1813702	0
p33	p21	11734018	0
p43	p59	11452856	0
p20	p53	9600700	0
p13	p43	4847017	0
p12	p16	7361092	0
p12	p31	8489940	0
p58	p49	1954144	0
p58	p37	12665057	0
p54	p42	9661601	0
p43	p67	8142596	0
p18	p44	243158	0
p32	p34	15031929	0
p47	p21	1789699	0
p57	p29	12845920	0
p2	p5	4911055	0
p47	p55	7775326	0
p61	p53	8492005	0
p34	p17	12231997	0
p47	p13	7611606	0
p0	p65	10836914	0
p44	p67	11386252	0
p51	p17	2942561	0
p10	p22	440850	0
p9	p5	15149457	0
p38	p5	7490985	0
p41	p23	9639246	0
p30	p58	3107407	0
p3	p17	8141843	0
p54	p1	5574695	0
p29	p6	4230825	0
p26	p23	10325327	0
p44	p35	301681	0
p61	p37	10770335	0
p44	p6	4871603	0
p44	p64	13500378	0
p37	p59	13420605	0
p49	p48	6439865	0
p45	p49	10342255	0
p55	p9	2642227	0
p20	p59	4499172	0
p12	p7	14091289	0
p0	p13	12448486	0
p57	p34	1541898	0
p68	p64	8424020	0
p60	p5	15520516	0
p39	p50	6133578	0
p11	p6	5902606	0
p46	p62	8509635	0
p3	p37	13211121	0
p33	p58	3878880	0
p45	p51	10097855	0
p53	p22	3539782	0
p10	p53	12099811	0
p59	p53	2197650	0
p56	p41	15777057	0
p23	p4	14857825	0
p9	p7	10549717	0
p58	p28	1854588	0
p23	p66	14141481	0
p36	p67	1373531	0
p11	p31	3735253	0
p62	p21	15043324	0
p62	p52	13284663	0
p63	p14	14590674	0
p11	p45	11349983	0
p8	p23	10229679	0
p45	p57	11311921	0
p33	p53	12676529	0
p62	p16	13053101	0
p29	p59	12483843	0
p39	p7	13672690	0
p10	p9	15226336	0
p60	p35	12343245	0
p25	p21	439421	0
p14	p7	4026754	0
p2	p28	9946982	0
p63	p7	2036572	0
p25	p52	1451782	0
p2	p27	2119106	0
p58	p64	2407031	0
p32	p46	5773107	0
p33	p64	4770916	0
p54	p17	12746309	0
p0	p50	10732370	0
p69	p35	14151957	0
p3	p36	3263320	0
p31	p40	5010218	0
p27	p29	14896567	0
p59	p4	5671011	0
p24	p20	9753684	0
p8	p62	11182120	0
p58	p67	5307868	0
p19	p44	9634858	0
p38	p59	11164143	0
p61	p38	5655869	0
p18	p37	3488182	0
p19	p48	9456947	0
p2	p47	15200766	0
p20	p23	15648858	0
p68	p29	10938984	0
p32	p40	2558310	0
p24	p42	678317	0
p0	p8	9767339	0
p39	p36	15423213	0
p39	p41	6563510	0
p61	p1	4673724	0
p27	p20	12056470	0
p33	p38	14048513	0
p21	p67	11099793	0
p45	p28	3337818	0
p56	p34	4309103	0
p68	p67	1198048	0
p9	p31	15059640	0
p43	p37	14696725	0
p58	p51	1700719	0
p29	p51	5884936	0
p29	p67	14582493	0
p32	p44	11029999	0
p37	p35	15280121	0
p38	p51	9867196	0
p25	p60	2886645	0
p31	p53	15601825	0
p52	p17	7912346	0
p47	p45	12914154	0
p25	p8	85834	0
p33	p28	7594224	0
p44	p34	3178661	0
p36	p42	15328936	0
p30	p36	3842667	0
p25	p40	15703298	0
p57	p21	5999966	0
p12	p13	11896864	0
p56	p58	6265582	0
p31	p51	5880386	0
p3	p22	14958191	0
p0	p43	7353014	0
p1	p6	6451649	0
p11	p51	14125660	0
p24	p68	13564502	0
p12	p4	14129821	0
p58	p59	9197668	0
p68	p16	3857203	0
p2	p12	6407805	0
p52	p49	9743842	0
p23	p48	4325191	0
p50	p23	9913890	0
p25	p5	14144450	0
p54	p5	1475689	0
p2	p33	15234306	0
p2	p52	7562048	0
p59	p23	11925011	0
p33	p5	9538702	0
p28	p48	10645522	0
p46	p59	15721897	0
p24	p36	139101	0
p12	p27	8855730	0
p26	p53	3865146	0
p3	p51	5898298	0
p34	p5	12438042	0
p14	p67	954726	0
p67	p52	8583953	0
p57	p48	12283190	0
p50	p51	9735276	0
p13	p62	7716476	0
p56	p64	4912796	0
p21	p51	8617549	0
p47	p35	8249311	0
p38	p17	13639117	0
p12	p65	12323161	0
p21	p52	7947468	0
p24	p1	10378970	0
p8	p49	14425492	0
p36	p7	969889	0
p2	p3	10387680	0
p42	p16	6244352	0
p33	p31	6479210	0
p31	p14	13632417	0
p11	p20	2271826	0
p12	p20	9352163	0
p12	p45	14496380	0
p45	p58	8114670	0
p31	p28	1974976	0
p42	p51	12836338	0
p12	p22	2211379	0
p0	p36	13186555	0
p30	p29	14738070	0
p11	p28	1125028	0
p21	p48	6767356	0
p3	p58	13256774	0
p27	p49	9884574	0
p32	p63	4823008	0
p27	p51	10395043	0
p63	p13	9445535	0
p31	p64	7459820	0
p29	p40	13211418	0
p32	p11	5193779	0
p43	p23	10395479	0
p26	p17	9061014	0
p38	p50	5563374	0
p0	p62	1324111	0
p43	p64	9539749	0
p18	p51	13472363	0
p19	p22	8829885	0
p8	p7	2879772	0
p68	p63	1059878	0
p69	p20	13734359	0
p69	p45	14955397	0
p2	p45	14727469	0
p61	p40	1452556	0
p60	p48	2128484	0
p9	p64	8590709	0
p39	p35	6515713	0
p46	p67	12819982	0
p11	p8	3960667	0
p46	p58	15159590	0
p67	p41	3885188	0
p38	p42	15623926	0
p4	p40	5715783	0
p61	p68	7473311	0
p26	p37	6357814	0
p24	p57	12503635	0
p3	p29	9140431	0
p11	p4	14312423	0
p1	p67	12738079	0
p56	p35	5745263	0
p11	p30	5017686	0
p30	p57	3872784	0
p40	p35	9758627	0
p29	p7	8708930	0
p64	p49	352870	0
p1	p5	10248592	0
p10	p42	14734261	0
p11	p62	5544297	0
p43	p49	14627594	0
p8	p37	2448512	0
p2	p22	15700138	0
p45	p21	10225386	0
p46	p45	5175316	0
p59	p22	5708983	0
p9	p29	11268626	0
p3	p48	9540603	0
p0	p29	10428184	0
p3	p24	7795751	0
p3	p26	15013433	0
p39	p5	11742129	0
p47	p59	3815853	0
p27	p50	11546194	0
p6	p52	4527041	0
p3	p23	3870364	0
p15	p37	14154683	0
p37	p49	4139383	0
p25	p3	9872914	0
p19	p0	92206	0
p10	p27	11633626	0
p50	p64	1805093	0
p19	p9	15591226	0
p47	p62	13888877	0
p32	p51	6839223	0
p2	p55	12325926	0
p36	p66	3222565	0
p0	p57	9035222	0
p27	p7	4406916	0
p10	p68	15003020	0
p68	p56	10005186	0
p31	p48	4919205	0
p39	p62	11386873	0
p4	p53	1797080	0
p1	p37	1511835	0
p25	p46	9030468	0
p69	p26	5922371	0
p10	p60	8620045	0
p33	p13	15889167	0
p32	p45	2936576	0
p30	p42	11563368	0
p56	p66	6644877	0
p10	p66	14405194	0
p2	p59	84418	0
p55	p41	12173077	0
p33	p57	6109151	0
p3	p0	1171236	0
p18	p43	3767419	0
p58	p35	1973398	0
p24	p26	3054251	0
p8	p28	4920952	0
p54	p34	11121655	0
p55	p45	14935405	0
p43	p48	16037583	0
p55	p34	11141364	0
p15	p17	7417687	0
p9	p36	13521644	0
p38	p64	14866290	0
p13	p59	14915725	0
p55	p59	12362676	0
p26	p5	5431547	0
p32	p15	13764647	0
p45	p56	4166320	0
p50	p52	8325532	0
p6	p41	6169632	0
p27	p52	6391657	0
p63	p39	6353171	0
p60	p17	12766518	0
p29	p21	12310367	0
p12	p49	6199155	0
p10	p4	1461237	0
p3	p38	11338185	0
p69	p50	8135971	0
p33	p36	14346658	0
p18	p31	30957	0
p1	p40	13481641	0
p60	p65	15109232	0
p68	p17	13512641	0
p29	p66	15956385	0
p54	p69	8274747	0
p29	p28	7255038	0
p13	p35	6832102	0
p67	p4	12417160	0
p69	p62	12520627	0
p57	p52	3693113	0
p46	p27	11208911	0
p60	p39	13340778	0
p68	p45	3406966	0
p67	p66	11073407	0
p2	p53	9561920	0
p46	p40	11427861	0
p57	p23	10715303	0
p24	p31	3014276	0
p32	p14	15882436	0
p3	p43	9920424	0
p6	p42	5307111	0
p39	p43	10169590	0
p12	p37	2143301	0
p30	p35	13250922	0
p59	p40	4671899	0
p47	p61	13251740	0
p11	p48	4587196	0
p58	p17	883341	0
p45	p66	11163840	0
p60	p1	7433734	0
p9	p4	8437831	0
p37	p16	14958903	0
p11	p15	14235171	0
p10	p62	2260873	0
p8	p51	2919033	0
p11	p40	4295110	0
p56	p52	14423830	0
p0	p20	10915417	0
p16	p53	14992568	0
p10	p20	10635184	0
p0	p1	9379390	0
p57	p20	8804311	0
p69	p1	3134204	0
p21	p59	15735232	0
p2	p67	9442001	0
p38	p1	3789429	0
p3	p49	2831462	0
p25	p68	13365854	0
p20	p64	7649714	0
p66	p53	3946431	0
p20	p67	4552785	0
p47	p7	962822	0
p23	p40	6154406	0
p56	p7	9205267	0
p65	p15	8458009	0
p64	p48	11808757	0
p57	p49	8909224	0
p57	p5	9206224	0
p0	p31	15915098	0
p0	p42	14031422	0
p33	p1	15517203	0
p24	p8	15603941	0
p53	p5	10677012	0
p25	p35	3418592	0
p24	p60	16080382	0
p3	p62	6872491	0
p32	p60	15973846	0
p7	p49	9497789	0
p19	p67	6206860	0
p44	p23	5135085	0
p7	p66	8818867	0
p8	p13	6719480	0
p47	p0	664762	0
p67	p16	7010646	0
p33	p39	12614928	0
p19	p63	2134175	0
p63	p34	14683691	0
p69	p8	11373713	0
p12	p29	11885680	0
p19	p21	1276556	0
p54	p66	1505754	0
p54	p29	3781555	0
p38	p31	10690582	0
p29	p16	13672974	0
p0	p27	11376751	0
p57	p4	12905857	0
p8	p42	9444759	0
p25	p19	12418705	0
p25	p6	11864504	0
p47	p33	10283420	0
p29	p48	8332121	0
p21	p14	5565769	0
p64	p4	13107131	0
p18	p65	10702328	0
p24	p43	13005552	0
p6	p4	8762120	0
p10	p57	12855088	0
p27	p4	14740254	0
p6	p35	7539604	0
p68	p0	15706764	0
p33	p14	9757249	0
p63	p15	4859059	0
p40	p17	7179357	0
p63	p53	290591	0
p62	p58	10096497	0
p68	p38	8436443	0
p69	p64	2205195	0
p10	p38	9319403	0
p66	p40	7669406	0
p1	p23	11915446	0
p62	p43	13967190	0
p33	p50	11874517	0
p18	p57	15198966	0
p68	p13	4849273	0
p69	p60	12010522	0
p60	p0	15261394	0
p0	p40	12405361	0
p45	p7	8383304	0
p60	p57	6233356	0
p52	p22	6572143	0
p55	p35	15370581	0
p44	p5	11950207	0
p23	p5	7219076	0
p7	p64	11701323	0
p27	p65	7100458	0
p21	p5	4002023	0
p60	p13	81760	0
p47	p40	8774311	0
p25	p61	9735790	0
p27	p13	12491673	0
p68	p57	14679547	0
p9	p58	8811336	0
p3	p15	13182033	0
p54	p62	10171086	0
p10	p0	1383813	0
p27	p9	10872388	0
p24	p27	6224332	0
p66	p48	6516109	0
p3	p66	13626527	0
p32	p47	12741685	0
p1	p29	7676216	0
p6	p53	9680287	0
p3	p60	13178874	0
p51	p16	10057359	0
p9	p20	5970025	0
p60	p56	4535397	0
p0	p4	9114168	0
p3	p65	13588639	0
p36	p16	12801234	0
p6	p20	55168	0
p2	p9	5636576	0
p11	p26	2548434	0
p2	p58	10484674	0
p15	p22	13187630	0
p10	p35	14304370	0
p69	p6	12046904	0
p3	p68	1876210	0
p47	p15	9330386	0
p31	p20	6216400	0
p38	p4	15404546	0
p49	p41	12258906	0
p13	p9	10125937	0
p47	p11	15622406	0
p2	p8	9805607	0
p44	p22	8190193	0
p55	p49	2174682	0
p60	p62	6701047	0
p19	p6	2849220	0
p18	p32	416200	0
p10	p25	13361069	0
p51	p53	473698	0
p2	p19	3441056	0
p2	p34	8490442	0
p57	p37	11945943	0
p68	p22	6835334	0
p33	p20	7281671	0
p13	p1	2585	0
p12	p6	11376838	0
p32	p59	6119920	0
p18	p17	11765217	0
p42	p64	6125490	0
p29	p34	3526375	0
p68	p49	9678955	0
p61	p30	13702739	0
p10	p24	1176843	0
p58	p5	4761629	0
p44	p14	5423899	0
p18	p27	7735224	0
p65	p4	3104645	0
p55	p42	12121818	0
p18	p60	1794253	0
p8	p34	5628249	0
p65	p35	871045	0
p27	p22	8314292	0
p8	p36	450223	0
p24	p4	14749140	0
p57	p1	4976472	0
p11	p1	13339059	0
p61	p6	14763996	0
p57	p59	1947204	0
p26	p28	956616	0
p39	p53	12918590	0
p67	p35	1255233	0
p58	p22	14784742	0
p31	p52	2764931	0
p6	p67	5139443	0
p2	p15	12767277	0
p2	p30	1947436	0
p18	p68	13067922	0
p28	p16	12391468	0
p26	p42	10320116	0
p19	p41	15330689	0
p54	p43	10758708	0
p43	p16	5447118	0
p50	p5	2421146	0
p31	p4	1518442	0
p61	p16	14175151	0
p38	p20	11570576	0
p51	p52	3956695	0
p11	p39	12265455	0
p19	p45	5318971	0
p47	p51	286323	0
p43	p29	13153389	0
p59	p17	12779335	0
p64	p52	14594089	0
p61	p12	156166	0
p2	p44	8520993	0
p54	p11	9741354	0
p13	p15	8502741	0
p33	p23	1571076	0
p32	p65	5179832	0
p24	p29	15320526	0
p57	p15	9031877	0
p32	p13	13327353	0
p26	p29	11696210	0
p25	p58	5939069	0
p12	p41	11921764	0
p25	p51	6277120	0
p10	p63	7471729	0
p18	p61	12324543	0
p13	p50	11856870	0
p38	p23	9305797	0
p65	p36	14488621	0
p54	p31	14043366	0
p28	p35	12416774	0
p39	p48	16016486	0
p3	p6	8697363	0
p18	p69	1697304	0
p65	p20	11191378	0
p60	p31	3866075	0
p67	p53	8555516	0
p33	p35	7560778	0
p42	p66	4861716	0
p61	p36	7855054	0
p54	p9	13529204	0
p1	p48	8993618	0
p47	p36	11959283	0
p46	p39	14898472	0
p46	p48	44919	0
p3	p11	14151529	0
p25	p44	12994951	0
p40	p5	13964189	0
p32	p56	208182	0
p63	p5	4680496	0
p39	p6	11503789	0
p27	p44	12218036	0
p13	p31	13807047	0
p36	p49	3475795	0
p11	p59	11088273	0
p50	p16	5787620	0
p43	p5	11702403	0
p0	p38	5561045	0
p28	p5	5442360	0
p24	p53	6947371	0
p61	p3	9265383	0
p30	p50	7496224	0
p25	p15	9163474	0
p9	p42	12470517	0
p44	p15	8390362	0
p63	p40	13990803	0
p9	p17	8901490	0
p21	p15	3451348	0
p3	p46	15407876	0
p44	p48	2529867	0
p54	p12	11138236	0
p7	p22	13313660	0
p11	p16	12128188	0
p32	p33	7531531	0
p31	p42	11671000	0
p33	p62	13945984	0
p49	p35	4199832	0
p11	p12	3159271	0
p11	p21	7061594	0
p62	p41	9411766	0
p26	p14	8301918	0
p68	p58	14000230	0
p62	p28	5969514	0
p32	p36	6462753	0
p61	p31	2487014	0
p46	p28	8795300	0
p36	p37	3833862	0
p3	p44	13367482	0
p58	p16	8517560	0
p30	p38	1675865	0
p25	p41	3506198	0
p18	p40	701683	0
p8	p52	3350205	0
p63	p44	9401321	0
p65	p53	8367265	0
p69	p19	2180693	0
p24	p38	1160174	0
p9	p66	2835594	0
p27	p21	502374	0
p55	p65	138703	0
p19	p65	13989694	0
p58	p48	6164775	0
p27	p36	11280874	0
p8	p39	3602824	0
p2	p56	3701638	0
p26	p6	3755699	0
p60	p50	8667258	0
p43	p35	14867991	0
p61	p19	8269733	0
p50	p66	7559345	0
p24	p13	16089074	0
p39	p66	3937362	0
p14	p17	11801532	0
p33	p56	11014230	0
p51	p5	15664934	0
p60	p14	3330083	0
p41	p34	16082258	0
p30	p43	15122127	0
p60	p30	11509534	0
p52	p66	8045003	0
p14	p66	3963378	0
p47	p63	9173231	0
p2	p7	2896450	0
p33	p49	14878813	0
p50	p22	14212868	0
p54	p65	12253353	0
p49	p23	10461887	0
p8	p17	12162280	0
p13	p40	9692797	0
p0	p5	7431314	0
p58	p15	7546925	0
p69	p48	12492342	0
p54	p64	9186687	0
p24	p55	3823237	0
p62	p49	13329758	0
p60	p8	10167393	0
p50	p43	3140955	0
p63	p48	10131953	0
p68	p37	3880649	0
p24	p56	1053186	0
p47	p52	5739634	0
p47	p14	8915915	0
p32	p7	11807127	0
p10	p45	6352802	0
p2	p36	8824171	0
p43	p42	8675847	0
p41	p17	2092278	0
p24	p48	4962501	0
p10	p47	8590339	0
p54	p60	5189584	0
p54	p55	14340443	0
p44	p21	8627669	0
p55	p58	11341080	0
p25	p12	7072549	0
p27	p30	15046813	0
p64	p53	9152212	0
p9	p14	12352496	0
p3	p59	15705591	0
p11	p35	1467009	0
p65	p40	4296111	0
p23	p16	12964157	0
p44	p16	1460913	0
p68	p6	5819045	0
p68	p41	5471539	0
p50	p34	7814727	0
p8	p26	13173274	0
p54	p0	5052307	0
p0	p63	5879290	0
p13	p6	5188314	0
p3	p53	15897101	0
p61	p49	4536306	0
p28	p66	6713408	0
p26	p66	4458318	0
p3	p33	3672330	0
p41	p66	3393529	0
p6	p17	4771732	0
p63	p42	15644527	0
p27	p53	5222008	0
p26	p40	4108897	0
p30	p37	7982988	0
p40	p22	11889863	0
p27	p41	3604415	0
p0	p48	12008534	0
p9	p34	8950156	0
p36	p23	13215212	0
p55	p62	1696690	0
p23	p35	11433762	0
p44	p7	2738119	0
p19	p8	11953232	0
p31	p34	4519885	0
p21	p41	12360867	0
p7	p59	13622528	0
p45	p40	12708242	0
p54	p30	14364850	0
p60	p27	731881	0
p39	p34	9869512	0
p7	p34	6854264	0
p55	p37	14498365	0
p54	p27	14019717	0
p12	p59	823893	0
p61	p17	7434958	0
p63	p49	10067037	0
p34	p53	2480315	0
p25	p37	9928671	0
p12	p38	14556999	0
p55	p51	4985189	0
p34	p35	3697100	0
p13	p16	9680638	0
p59	p16	14631449	0
p31	p29	7377875	0
p11	p43	12179945	0
p47	p39	8295399	0
p60	p20	12156027	0
p54	p68	10185975	0
p18	p66	165555	0
p60	p36	8204290	0
p13	p51	7065452	0
p29	p35	12750180	0
p69	p16	9696538	0
p58	p7	4846688	0
p62	p36	9145169	0
p32	p31	11692749	0
