waypoint1	waypoint2	distance_m	duration_s
p33	p82	15209414	0
p9	p16	7075434	0
p47	p6	15557384	0
p46	p14	1113794	0
p28	p34	15457655	0
p44	p52	1452633	0
p18	p28	8597311	0
p55	p39	13434136	0
p25	p39	6511098	0
p45	p42	3976441	0
p77	p9	2044737	0
p64	p34	12123935	0
p20	p42	6266608	0
p0	p30	2628511	0
p31	p36	4952459	0
p47	p63	9766259	0
p1	p53	15606832	0
p18	p24	861639	0
p9	p51	9341376	0
p2	p16	13511183	0
p74	p36	13457808	0
p78	p67	11282543	0
p69	p11	10955028	0
p32	p49	10819320	0
p10	p72	3029292	0
p45	p84	15592899	0
p10	p14	10552745	0
p0	p89	2762667	0
p6	p7	13953246	0
p56	p75	10693452	0
p83	p29	9972543	0
p68	p89	7124191	0
p84	p48	7042943	0
p44	p58	8517334	0
p8	p88	4957787	0
p3	p35	854906	0
p45	p73	7256289	0
p47	p28	9241037	0
p11	p23	9706450	0
p39	p51	1470111	0
p69	p55	2763830	0
p26	p17	5472681	0
p8	p31	5231791	0
p57	p7	13552639	0
p3	p82	3270678	0
p70	p5	15573869	0
p7	p20	4323463	0
p27	p86	12334872	0
p10	p67	10517691	0
p63	p88	12259205	0
p75	p22	2132863	0
p78	p71	6440998	0
p37	p78	6938876	0
p18	p3	9328157	0
p1	p50	8166654	0
p81	p41	11758700	0
p9	p67	3321556	0
p76	p42	9024027	0
p51	p23	11722224	0
p89	p40	2678378	0
p18	p67	11877725	0
p73	p78	12458502	0
p32	p9	4909226	0
p2	p26	10299588	0
p21	p16	1910310	0
p72	p86	3432841	0
p56	p21	8943048	0
p41	p53	10136048	0
p56	p20	9565027	0
p61	p76	11116926	0
p36	p53	10664458	0
p69	p40	7956973	0
p23	p71	9839873	0
p77	p49	1557671	0
p30	p22	1999493	0
p68	p73	4280292	0
p27	p66	14082149	0
p31	p50	2792484	0
p31	p35	11920387	0
p11	p36	12261705	0
p33	p72	5249447	0
p83	p11	922321	0
p18	p45	597397	0
p46	p86	15876997	0
p51	p35	15790916	0
p30	p49	14597867	0
p50	p53	11467157	0
p50	p15	9779681	0
p15	p35	15660874	0
p88	p35	10846532	0
p16	p22	11648252	0
p46	p66	9316883	0
p26	p48	5172560	0
p15	p71	2156355	0
p60	p36	3858448	0
p24	p89	11064548	0
p31	p71	12859738	0
p44	p4	15398973	0
p55	p67	9362335	0
p74	p72	10263633	0
p56	p87	12172852	0
p27	p81	3187239	0
p2	p46	4249650	0
p9	p28	13346357	0
p70	p49	9596402	0
p39	p58	7696461	0
p71	p5	14081268	0
p3	p21	12601409	0
p18	p82	12168288	0
p77	p39	7502410	0
p1	p21	4027934	0
p72	p34	12050831	0
p7	p4	11503367	0
p11	p84	15732589	0
p89	p86	6709086	0
p80	p50	2983220	0
p27	p28	7150752	0
p2	p42	14874188	0
p2	p63	7560287	0
p87	p40	8032238	0
p7	p28	5083036	0
p25	p55	3898397	0
p54	p35	15484541	0
p58	p73	6579325	0
p89	p37	1198226	0
p27	p17	5089348	0
p88	p58	14671365	0
p30	p80	6344032	0
p69	p13	14012922	0
p62	p4	5275304	0
p11	p38	8808283	0
p44	p37	13073395	0
p67	p5	1966020	0
p2	p39	2900545	0
p30	p70	14368694	0
p41	p48	5068966	0
p74	p71	900743	0
p55	p7	620807	0
p38	p31	12081634	0
p13	p42	10074497	0
p30	p56	8313853	0
p33	p44	10487486	0
p86	p34	5825047	0
p18	p50	1842487	0
p61	p13	6696249	0
p19	p68	8175382	0
p10	p52	11558636	0
p46	p17	6241838	0
p2	p1	9388046	0
p18	p32	11731233	0
p57	p16	10124567	0
p19	p73	9155098	0
p78	p79	9313661	0
p60	p49	13337074	0
p65	p43	11367799	0
p46	p78	6829317	0
p12	p89	8809158	0
p27	p6	12098883	0
p61	p43	8450653	0
p19	p35	3794537	0
p6	p66	3533008	0
p19	p77	3710421	0
p27	p35	3159545	0
p19	p80	8508804	0
p0	p37	4536047	0
p3	p70	7776246	0
p0	p65	1353435	0
p45	p23	1610046	0
p63	p26	5193398	0
p77	p17	1090166	0
p43	p53	13860442	0
p46	p36	5556683	0
p43	p15	7331392	0
p19	p31	3707278	0
p81	p48	9568768	0
p24	p79	6269727	0
p16	p4	15958954	0
p69	p82	9876369	0
p15	p66	15220686	0
p62	p40	1994884	0
p60	p87	10252574	0
p14	p49	8006592	0
p79	p48	6291976	0
p33	p45	12328292	0
p75	p29	12701008	0
p69	p43	1507793	0
p18	p42	1188474	0
p11	p34	1479171	0
p19	p88	11136870	0
p38	p80	9860058	0
p21	p4	5296624	0
p68	p86	8998132	0
p8	p5	15969446	0
p56	p6	7428156	0
p55	p17	8078545	0
p2	p65	4028124	0
p88	p21	8929682	0
p63	p22	2614208	0
p26	p58	4781701	0
p13	p26	11476063	0
p20	p79	4354776	0
p83	p8	5954661	0
p24	p64	9224196	0
p76	p72	11939168	0
p65	p6	1692575	0
p56	p86	1261875	0
p32	p64	7821050	0
p88	p14	1637812	0
p28	p22	14165552	0
p13	p52	15752836	0
p0	p12	12714907	0
p0	p21	12178710	0
p68	p12	8802746	0
p83	p64	1201217	0
p87	p53	1121579	0
p7	p51	11783394	0
p30	p5	14453073	0
p47	p24	1346069	0
p80	p67	888795	0
p82	p13	15049094	0
p82	p59	5909394	0
p8	p57	4684674	0
p83	p45	14127438	0
p18	p1	2690184	0
p75	p4	6041324	0
p8	p20	14986311	0
p72	p41	6993455	0
p30	p67	12078389	0
p26	p31	12277803	0
p32	p3	10395057	0
p2	p48	9060174	0
p46	p7	13733292	0
p2	p38	1061552	0
p27	p45	7837669	0
p84	p66	4453471	0
p83	p3	1012101	0
p89	p67	6995567	0
p1	p34	10988830	0
p83	p5	1504374	0
p57	p51	14715182	0
p55	p6	13020609	0
p10	p41	7407142	0
p45	p15	4379897	0
p15	p20	13660248	0
p30	p51	9915428	0
p74	p65	8595211	0
p81	p67	11736440	0
p44	p50	4213853	0
p77	p23	14288817	0
p20	p16	15485370	0
p24	p50	7361233	0
p49	p71	12083764	0
p76	p43	3829072	0
p88	p41	5544281	0
p89	p21	1281229	0
p61	p50	8314420	0
p18	p59	11892228	0
p62	p42	9455794	0
p57	p58	5924457	0
p43	p34	7673231	0
p74	p58	15907470	0
p51	p85	6499347	0
p46	p70	6571423	0
p14	p17	7677950	0
p64	p71	11347675	0
p65	p22	16004425	0
p11	p46	3323584	0
p15	p53	910211	0
p83	p89	3530256	0
p27	p16	12268995	0
p16	p48	11272889	0
p65	p29	9947546	0
p61	p87	5621154	0
p54	p6	354222	0
p77	p87	5660683	0
p21	p23	7549969	0
p0	p64	1244785	0
p36	p29	6339927	0
p57	p71	15998519	0
p2	p24	15458076	0
p27	p4	1989089	0
p87	p51	7563219	0
p76	p88	12782653	0
p3	p13	2968929	0
p24	p12	13658203	0
p24	p21	3167347	0
p68	p4	12193798	0
p13	p14	566617	0
p30	p44	3964629	0
p2	p83	13939215	0
p47	p49	15085263	0
p65	p78	5421723	0
p1	p62	8925308	0
p32	p82	9352329	0
p61	p48	8733182	0
p57	p79	7334183	0
p61	p73	15172408	0
p68	p51	14908047	0
p38	p43	3462683	0
p19	p27	8212714	0
p81	p78	13123479	0
p21	p28	11141063	0
p76	p8	781425	0
p33	p68	1917292	0
p0	p14	10326706	0
p63	p1	12644981	0
p84	p17	5583796	0
p32	p77	9223380	0
p32	p35	9754827	0
p37	p53	5043912	0
p83	p38	2990148	0
p38	p22	7338865	0
p56	p63	11511073	0
p20	p85	8668404	0
p55	p52	11809479	0
p8	p44	7020496	0
p33	p79	6971336	0
p40	p17	15675784	0
p50	p6	10738898	0
p36	p48	12961617	0
p82	p36	12622891	0
p82	p22	6848016	0
p3	p41	8006578	0
p79	p53	11226673	0
p89	p51	15289537	0
p33	p26	10613005	0
p54	p48	9977059	0
p85	p78	7336499	0
p57	p13	12886	0
p13	p36	11593556	0
p12	p36	15150874	0
p15	p4	9839905	0
p74	p64	4038074	0
p42	p49	4049184	0
p78	p17	1885759	0
p84	p71	12430294	0
p69	p23	2345167	0
p9	p49	6444823	0
p38	p28	3073147	0
p37	p79	14288341	0
p46	p6	12655030	0
p38	p15	9528941	0
p10	p34	14121983	0
p54	p37	3170046	0
p33	p22	12156891	0
p15	p59	8370764	0
p45	p43	2847586	0
p60	p45	7998830	0
p24	p65	10042995	0
p60	p23	15775600	0
p78	p23	11122693	0
p89	p28	8787208	0
p76	p53	10185166	0
p76	p81	2694833	0
p72	p79	3958128	0
p88	p52	13994554	0
p89	p14	4003430	0
p59	p34	9481818	0
p55	p15	13811569	0
p54	p20	469256	0
p65	p67	16086530	0
p21	p17	9649967	0
p74	p81	9279967	0
p88	p16	4021425	0
p61	p77	6740417	0
p38	p65	10760918	0
p30	p16	11924538	0
p11	p55	14111732	0
p49	p79	10505335	0
p70	p48	7894642	0
p75	p53	13693529	0
p16	p17	13716419	0
p3	p42	10747135	0
p8	p15	939058	0
p58	p23	11852226	0
p62	p43	13402579	0
p3	p27	13636026	0
p11	p65	10180905	0
p19	p17	9908421	0
p61	p75	14259977	0
p87	p28	15662893	0
p81	p50	3639671	0
p60	p42	11126799	0
p55	p36	10174214	0
p18	p48	5348358	0
p30	p6	5078510	0
p56	p13	14980158	0
p27	p63	2924462	0
p74	p17	543019	0
p64	p85	11482783	0
p8	p16	10538250	0
p41	p22	10556672	0
p46	p35	6520784	0
p54	p56	14038392	0
p37	p42	16061334	0
p89	p6	5859250	0
p28	p53	3313794	0
p62	p71	13192634	0
p89	p39	11708172	0
p76	p35	2985687	0
p37	p17	9410909	0
p10	p48	4168951	0
p26	p72	6541601	0
p61	p8	3921022	0
p12	p64	13945397	0
p25	p76	821483	0
p42	p84	6618193	0
p10	p87	591542	0
p38	p39	8265922	0
p8	p74	10085487	0
p80	p22	10003278	0
p14	p85	3781571	0
p74	p70	8603365	0
p82	p39	2481325	0
p63	p85	3293309	0
p43	p6	1063727	0
p87	p73	4803249	0
p71	p22	14154006	0
p46	p72	13001518	0
p55	p85	8789370	0
p46	p50	9481763	0
p54	p3	10672249	0
p38	p9	10638028	0
p6	p34	715575	0
p27	p38	2321706	0
p3	p77	5214633	0
p61	p62	1738298	0
p86	p79	14644087	0
p56	p66	15144296	0
p45	p39	6263571	0
p88	p44	1615947	0
p24	p62	6218100	0
p25	p26	9981822	0
p82	p1	12110113	0
p33	p6	12666089	0
p87	p29	1893475	0
p69	p4	16084922	0
p82	p35	16061352	0
p12	p67	16024746	0
p29	p42	804655	0
p37	p51	7051469	0
p44	p31	15939398	0
p46	p41	6829790	0
p45	p50	11595106	0
p18	p5	14199563	0
p0	p39	10225756	0
p77	p82	10403902	0
p86	p66	13714943	0
p15	p23	7150521	0
p47	p80	3069139	0
p38	p6	1135954	0
p30	p39	11978666	0
p46	p15	11760188	0
p70	p40	1509177	0
p57	p44	5628912	0
p37	p66	8506518	0
p25	p66	3781385	0
p32	p50	14812621	0
p20	p22	6222813	0
p62	p29	5600472	0
p65	p48	2097054	0
p32	p5	7927786	0
p20	p40	15189676	0
p26	p40	1482373	0
p10	p21	14365023	0
p49	p4	5002582	0
p81	p59	6102130	0
p42	p52	12233055	0
p63	p81	10536018	0
p45	p88	12906691	0
p50	p67	9087563	0
p59	p64	11600012	0
p75	p14	2636804	0
p59	p66	14183643	0
p14	p4	1077881	0
p30	p48	5212487	0
p3	p39	9702806	0
p62	p34	3790054	0
p32	p17	2629584	0
p56	p44	73588	0
p2	p80	8664237	0
p47	p23	10501944	0
p10	p12	7062655	0
p11	p64	5799924	0
p10	p8	3199824	0
p80	p5	7576714	0
p13	p41	5365965	0
p83	p17	14486743	0
p75	p71	15246821	0
p89	p26	8868672	0
p52	p16	1030416	0
p76	p83	9448260	0
p2	p71	1386235	0
p60	p72	13298968	0
p47	p27	10946248	0
p22	p5	11824581	0
p87	p85	6409314	0
p76	p66	14229762	0
p68	p7	7838862	0
p8	p63	3334588	0
p45	p5	5413113	0
p25	p34	2179553	0
p18	p35	4072796	0
p75	p84	3538181	0
p9	p87	14183356	0
p26	p7	1272389	0
p67	p48	10287494	0
p72	p16	7976616	0
p80	p13	5539271	0
p13	p49	8149630	0
p69	p53	11338853	0
p82	p50	13009671	0
p82	p48	6732794	0
p2	p10	1328718	0
p45	p20	9328018	0
p19	p74	240266	0
p61	p28	4944019	0
p46	p85	968839	0
p11	p68	12926882	0
p25	p48	1710491	0
p45	p1	9199737	0
p2	p75	15287897	0
p38	p79	6859377	0
p68	p36	13397889	0
p26	p51	8022754	0
p87	p58	12258545	0
p19	p24	9049296	0
p12	p84	9547431	0
p54	p50	14859007	0
p1	p64	13529531	0
p88	p13	3015606	0
p77	p52	8457973	0
p82	p12	13088553	0
p3	p67	15963492	0
p34	p16	9358927	0
p80	p21	3244817	0
p46	p9	464270	0
p54	p51	13170327	0
p55	p22	10897097	0
p63	p28	12918253	0
p32	p54	4476449	0
p63	p66	763336	0
p61	p55	4692939	0
p0	p26	2922525	0
p76	p12	3541814	0
p80	p75	3261910	0
p20	p49	9665200	0
p39	p16	13983723	0
p54	p83	3420474	0
p89	p34	11278675	0
p82	p14	4682479	0
p29	p41	14006925	0
p82	p52	2546359	0
p36	p14	4758541	0
p19	p86	12361285	0
p14	p20	15937837	0
p12	p14	14992179	0
p33	p12	1878515	0
p56	p16	14362118	0
p33	p21	12881394	0
p18	p76	1107450	0
p43	p59	10660800	0
p20	p53	15689662	0
p13	p43	3547244	0
p12	p16	4575887	0
p12	p31	3777329	0
p19	p82	420009	0
p83	p34	15371349	0
p58	p49	15799691	0
p38	p89	8700379	0
p58	p37	8071543	0
p81	p13	9398793	0
p43	p67	3011193	0
p18	p44	10464497	0
p32	p34	12252968	0
p47	p21	11807008	0
p45	p74	11909707	0
p78	p66	9141677	0
p57	p29	12776093	0
p2	p5	3872810	0
p47	p55	11643811	0
p61	p53	11991228	0
p34	p17	5523235	0
p28	p78	384648	0
p74	p40	15741848	0
p3	p78	9010460	0
p14	p48	2227210	0
p7	p5	12577418	0
p44	p67	1913991	0
p89	p13	7323279	0
p36	p85	4322391	0
p11	p70	11844160	0
p27	p79	7223822	0
p51	p17	4110639	0
p10	p22	10168130	0
p9	p5	7147144	0
p2	p81	3717823	0
p11	p77	5783096	0
p38	p5	13603741	0
p41	p23	2526313	0
p30	p58	4673398	0
p11	p74	3369901	0
p74	p57	6835866	0
p80	p62	8231225	0
p83	p87	8525026	0
p82	p15	10264874	0
p24	p71	4029391	0
p54	p1	5633463	0
p29	p6	9382173	0
p26	p23	14590143	0
p71	p48	5580847	0
p34	p84	13362885	0
p44	p35	11241769	0
p61	p37	4206609	0
p60	p70	2137164	0
p24	p27	5720250	0
p44	p6	5703286	0
p76	p6	13669026	0
p28	p86	15699120	0
p44	p64	3685620	0
p37	p59	5187440	0
p21	p86	9957517	0
p81	p58	7984334	0
p77	p45	1145695	0
p58	p28	13123000	0
p45	p49	3786852	0
p59	p73	15230006	0
p80	p86	2312741	0
p61	p74	15342922	0
p55	p9	11251579	0
p20	p59	1777226	0
p76	p3	14181952	0
p3	p80	465351	0
p0	p13	13117907	0
p3	p74	15977794	0
p8	p85	3606810	0
p72	p28	6586747	0
p68	p64	7126302	0
p19	p57	6857034	0
p88	p48	13789749	0
p60	p5	5827878	0
p39	p50	5477628	0
p11	p6	6410541	0
p46	p62	13775318	0
p3	p37	7981429	0
p33	p58	9983648	0
p45	p51	6467261	0
p53	p22	4748439	0
p62	p21	4597594	0
p59	p53	4931520	0
p56	p41	4298639	0
p76	p39	15489905	0
p23	p4	4460422	0
p8	p72	4742064	0
p3	p86	6587731	0
p9	p7	5762713	0
p56	p74	13070566	0
p0	p79	5697735	0
p75	p58	6909743	0
p23	p66	15997013	0
p36	p67	13802666	0
p46	p84	10725470	0
p26	p21	8661659	0
p11	p31	15814118	0
p10	p53	6425766	0
p88	p50	8937258	0
p82	p85	13150355	0
p88	p49	3593992	0
p75	p41	5018453	0
p63	p14	13962855	0
p11	p45	10474747	0
p8	p23	2153675	0
p45	p57	4088516	0
p33	p53	1151813	0
p62	p16	14591289	0
p29	p59	11085477	0
p73	p23	10664323	0
p36	p86	1754131	0
p39	p7	2354934	0
p0	p71	4183132	0
p4	p79	7272479	0
p29	p85	11877759	0
p10	p9	12588112	0
p33	p87	2490515	0
p60	p35	2562198	0
p25	p21	10927519	0
p43	p73	14919585	0
p76	p38	5503278	0
p14	p7	13461847	0
p62	p73	1342154	0
p2	p28	6147782	0
p63	p7	3713133	0
p56	p64	657969	0
p25	p52	8804224	0
p2	p27	9023764	0
p44	p70	12760085	0
p38	p26	9305049	0
p32	p46	7872409	0
p60	p74	867183	0
p81	p29	3240431	0
p33	p64	3458331	0
p54	p17	9108289	0
p0	p50	11863423	0
p69	p35	6077796	0
p13	p79	13545647	0
p3	p36	13520444	0
p31	p40	6348104	0
p71	p17	2274457	0
p8	p79	8941875	0
p61	p41	4165327	0
p70	p35	1975177	0
p77	p70	5242090	0
p27	p29	12229983	0
p59	p4	13449970	0
p24	p20	15191463	0
p88	p59	11820762	0
p8	p62	11580178	0
p77	p22	2234324	0
p38	p63	2335998	0
p14	p86	9153985	0
p19	p44	4955829	0
p86	p52	10060718	0
p24	p78	1350393	0
p13	p71	14349857	0
p38	p59	5553062	0
p79	p17	7355139	0
p65	p79	4832156	0
p61	p78	482695	0
p61	p38	12337888	0
p18	p37	8869275	0
p19	p48	15218180	0
p30	p79	12523008	0
p74	p78	2160852	0
p83	p81	10549846	0
p2	p47	9232226	0
p20	p23	6322610	0
p18	p86	2800279	0
p32	p76	15377426	0
p32	p40	12318904	0
p80	p16	7170352	0
p24	p42	286125	0
p0	p8	450806	0
p80	p52	400419	0
p80	p14	5691237	0
p76	p14	5719052	0
p39	p41	5924684	0
p77	p79	2739060	0
p61	p1	13249744	0
p27	p20	13279892	0
p69	p78	3376165	0
p33	p38	8818465	0
p54	p73	15669064	0
p21	p67	11856574	0
p45	p28	6643472	0
p79	p71	8800165	0
p24	p88	8019271	0
p56	p34	11448952	0
p68	p67	9453495	0
p9	p31	261943	0
p43	p37	15847766	0
p27	p85	14762115	0
p72	p4	9329565	0
p36	p79	9607443	0
p58	p51	5115797	0
p89	p16	13817450	0
p29	p51	12354595	0
p29	p67	12073158	0
p80	p26	13926763	0
p89	p44	11991967	0
p37	p35	11878790	0
p77	p37	12242765	0
p82	p80	5840800	0
p74	p9	506925	0
p38	p51	13746822	0
p25	p60	4159119	0
p88	p87	11569631	0
p31	p53	437057	0
p52	p17	7586855	0
p47	p45	11381617	0
p75	p16	6938358	0
p25	p8	9558501	0
p33	p28	6040541	0
p44	p34	2899238	0
p36	p42	7222387	0
p77	p80	488882	0
p83	p22	9885559	0
p80	p35	7258685	0
p68	p85	7655480	0
p25	p40	15177966	0
p18	p70	12743556	0
p57	p21	5647522	0
p72	p71	3575706	0
p63	p87	2151823	0
p12	p13	8821476	0
p0	p81	6849903	0
p56	p58	13174908	0
p74	p31	15887923	0
p31	p51	6561312	0
p26	p35	677530	0
p2	p77	3384452	0
p57	p34	15164604	0
p3	p22	9022192	0
p0	p43	2667041	0
p87	p36	2770715	0
p82	p75	15439175	0
p1	p6	11773430	0
p11	p51	14717031	0
p74	p88	5597937	0
p24	p68	6355400	0
p6	p86	885490	0
p89	p71	4127013	0
p12	p4	11026917	0
p58	p59	8327708	0
p68	p16	13279754	0
p2	p12	13209618	0
p52	p49	4050994	0
p86	p41	365323	0
p23	p48	5650650	0
p50	p23	15408778	0
p82	p7	14107603	0
p0	p75	750492	0
p19	p78	2000219	0
p64	p73	11893667	0
p25	p5	4638496	0
p62	p79	11155030	0
p54	p5	10121202	0
p76	p27	3692171	0
p38	p81	5450004	0
p2	p33	12255676	0
p2	p52	13908918	0
p59	p23	8681127	0
p47	p86	2394244	0
p33	p5	12384365	0
p72	p20	3095669	0
p77	p72	291811	0
p60	p26	2537543	0
p46	p59	10190133	0
p24	p36	8531133	0
p19	p46	15097923	0
p80	p41	8189929	0
p77	p78	8770944	0
p26	p53	5515515	0
p47	p82	15771569	0
p3	p51	9916133	0
p34	p5	2024544	0
p14	p67	3288227	0
p67	p52	13558640	0
p32	p22	3846597	0
p57	p48	2000269	0
p50	p51	14043450	0
p89	p78	3037671	0
p13	p62	6458100	0
p60	p52	4556533	0
p27	p72	6304387	0
p51	p71	8761398	0
p30	p72	6782629	0
p74	p1	5581328	0
p21	p51	3322362	0
p47	p35	3938081	0
p82	p5	11522284	0
p38	p17	12160801	0
p12	p65	4195260	0
p85	p79	10795062	0
p84	p5	14373720	0
p58	p64	4978781	0
p21	p52	7493712	0
p81	p43	15934226	0
p24	p1	7819330	0
p8	p49	1234834	0
p8	p80	4302444	0
p36	p7	14081859	0
p73	p49	14332923	0
p83	p9	6837446	0
p76	p65	7600933	0
p2	p3	7457087	0
p60	p80	4043686	0
p42	p16	5563786	0
p56	p40	9698072	0
p33	p31	1352905	0
p31	p14	6366567	0
p11	p20	1576291	0
p80	p28	4731723	0
p61	p89	7522470	0
p12	p20	3628640	0
p12	p45	5884599	0
p45	p58	12677538	0
p76	p17	12153807	0
p80	p17	6091990	0
p24	p84	4457788	0
p74	p42	14513938	0
p28	p49	11468761	0
p12	p22	13865707	0
p80	p15	4298721	0
p78	p16	14634393	0
p77	p81	13094254	0
p0	p36	9670676	0
p50	p42	12520754	0
p30	p29	13298260	0
p44	p86	3174231	0
p11	p28	12043320	0
p19	p72	6697269	0
p21	p48	3593013	0
p3	p58	5679164	0
p27	p49	10629498	0
p32	p63	7846506	0
p27	p51	8327226	0
p63	p13	2893938	0
p31	p64	11525232	0
p29	p40	10275278	0
p72	p43	15642475	0
p32	p11	4781728	0
p60	p67	14499847	0
p52	p84	6103742	0
p43	p23	5334059	0
p18	p21	1349274	0
p38	p50	13607015	0
p39	p71	607301	0
p0	p62	8074194	0
p43	p64	13860950	0
p72	p49	13135885	0
p18	p51	9452185	0
p19	p22	2484559	0
p8	p7	4755557	0
p68	p63	10663372	0
p27	p9	13989968	0
p69	p45	1190424	0
p2	p45	8583311	0
p76	p64	15596278	0
p61	p40	7733280	0
p32	p80	9664169	0
p27	p74	8349988	0
p47	p85	6194514	0
p9	p64	7228844	0
p81	p37	7558187	0
p76	p68	15276450	0
p80	p34	8338098	0
p39	p35	1070711	0
p75	p78	9654137	0
p46	p67	10295536	0
p11	p8	5268208	0
p46	p58	2137574	0
p81	p86	15493282	0
p67	p41	3703511	0
p9	p85	4649031	0
p42	p78	2130858	0
p38	p42	10473902	0
p65	p71	10827386	0
p4	p40	1273625	0
p37	p86	4040536	0
p61	p68	3683654	0
p25	p74	6062534	0
p45	p35	14403490	0
p24	p57	1366277	0
p3	p29	13097358	0
p11	p4	10451275	0
p85	p49	13635237	0
p1	p67	11007100	0
p56	p67	338247	0
p10	p77	3470802	0
p11	p30	6638531	0
p30	p57	15612535	0
p40	p35	10421860	0
p29	p7	6789126	0
p64	p49	10456381	0
p1	p5	2807286	0
p10	p42	7704248	0
p11	p62	15553983	0
p43	p49	12404919	0
p6	p78	10931049	0
p8	p37	12946731	0
p2	p22	16043617	0
p45	p21	16053966	0
p46	p45	912055	0
p27	p80	675146	0
p88	p20	1717404	0
p59	p22	6137755	0
p9	p29	10271828	0
p81	p70	9641772	0
p3	p48	10644456	0
p0	p29	2714181	0
p0	p70	1401591	0
p88	p73	15650600	0
p81	p23	15025977	0
p3	p24	15387976	0
p89	p58	4908971	0
p3	p26	14244709	0
p39	p5	7598971	0
p47	p59	5646463	0
p88	p37	15635533	0
p81	p80	1415304	0
p27	p50	1567920	0
p54	p74	1722007	0
p6	p52	7715784	0
p69	p88	7176889	0
p86	p4	6434685	0
p31	p73	13225849	0
p3	p23	13351542	0
p15	p37	4364292	0
p27	p84	4804235	0
p77	p53	15391296	0
p15	p73	7487906	0
p25	p3	4076464	0
p19	p0	1579517	0
p10	p27	7721457	0
p89	p7	9595752	0
p50	p64	220410	0
p19	p9	14779701	0
p47	p62	2692481	0
p32	p85	9457334	0
p88	p5	6741210	0
p32	p51	268820	0
p2	p55	5563138	0
p25	p81	7943583	0
p77	p65	6751343	0
p36	p66	9077198	0
p70	p53	4348170	0
p9	p73	5683108	0
p45	p85	4248685	0
p0	p57	10728857	0
p21	p84	4726166	0
p55	p62	6646916	0
p31	p87	7867114	0
p82	p65	11890798	0
p27	p7	12875690	0
p10	p68	11157250	0
p83	p23	15917506	0
p68	p56	13236135	0
p31	p48	7974900	0
p76	p80	9488439	0
p89	p85	10726068	0
p26	p75	9573113	0
p83	p21	5743429	0
p4	p53	13199364	0
p1	p37	9244804	0
p25	p46	979245	0
p44	p87	1290083	0
p68	p82	6994996	0
p46	p74	10594391	0
p86	p67	7952003	0
p69	p26	5712985	0
