waypoint1	waypoint2	distance_m	duration_s
p10	p32	7921647	0
p12	p35	3264771	0
p1	p43	11456222	0
p27	p22	8050798	0
p21	p22	15687969	0
p37	p16	10739605	0
p18	p29	9304800	0
p38	p31	5788731	0
p13	p42	12216057	0
p9	p41	15257501	0
p33	p44	7397517	0
p11	p15	14560941	0
p31	p29	4164683	0
p41	p35	8817093	0
p12	p15	1321317	0
p12	p30	4096322	0
p47	p45	14196914	0
p24	p13	4573930	0
p11	p40	12631690	0
p2	p1	12341462	0
p13	p39	10838881	0
p0	p5	7427248	0
p20	p17	10231334	0
p9	p43	8185241	0
p43	p6	6798180	0
p18	p0	12222162	0
p10	p20	11694609	0
p33	p16	3367728	0
p30	p21	12743409	0
p41	p48	1185389	0
p27	p6	6459418	0
p0	p43	13997243	0
p33	p15	12179358	0
p0	p1	6980216	0
p19	p35	14881124	0
p32	p26	9821723	0
p20	p22	9360004	0
p26	p41	10059724	0
p0	p37	5970161	0
p19	p27	8493152	0
p28	p42	10893000	0
p10	p23	14914464	0
p45	p23	769474	0
p38	p1	10800174	0
p6	p16	12573393	0
p3	p49	6785034	0
p8	p12	1959640	0
p43	p15	14900099	0
p19	p31	12201975	0
p44	p49	5049042	0
p25	p19	4249082	0
p16	p4	12569342	0
p45	p14	2746730	0
p25	p28	8792351	0
p14	p49	9254474	0
p6	p5	825190	0
p33	p45	11750226	0
p29	p48	15223684	0
p18	p42	9647511	0
p10	p26	21874	0
p30	p17	9252945	0
p43	p40	5707816	0
p33	p37	9812156	0
p19	p34	6683236	0
p47	p7	3761129	0
p21	p4	15942717	0
p20	p37	12934051	0
p8	p5	3312582	0
p30	p13	3610005	0
p1	p7	12366334	0
p24	p22	14691541	0
p1	p39	7252781	0
p30	p20	9467278	0
p11	p26	13582871	0
p21	p14	44618	0
p13	p4	15550946	0
p18	p49	4478215	0
p30	p43	6041766	0
p0	p16	7701220	0
p0	p31	11750009	0
p0	p42	12111112	0
p33	p1	4564375	0
p1	p14	6288982	0
p47	p34	10385127	0
p35	p22	12138674	0
p25	p35	13467467	0
p28	p22	15124918	0
p28	p34	8509334	0
p8	p22	9150133	0
p32	p27	2516414	0
p26	p22	4461342	0
p0	p12	2938929	0
p37	p35	11628834	0
p0	p21	2242422	0
p46	p0	9684057	0
p36	p35	4166023	0
p8	p9	12743174	0
p38	p45	15746640	0
p30	p5	3713048	0
p7	p49	15528461	0
p47	p24	12761784	0
p38	p5	12448881	0
p24	p35	11827106	0
p44	p23	464845	0
p8	p13	10293152	0
p31	p7	10611928	0
p18	p1	11099265	0
p2	p30	14502665	0
p45	p39	3931081	0
p2	p26	2397189	0
p45	p41	3537482	0
p11	p9	1342800	0
p12	p39	3467720	0
p18	p45	13405894	0
p35	p5	14061007	0
p32	p3	6311701	0
p12	p29	4409460	0
p2	p48	10505520	0
p0	p23	9164101	0
p4	p17	6732533	0
p27	p48	103780	0
p46	p7	1883204	0
p19	p21	7364670	0
p2	p38	8281373	0
p27	p45	8234309	0
p21	p41	13740646	0
p1	p49	2752092	0
p29	p16	937433	0
p36	p5	9359736	0
p0	p27	1785744	0
p1	p34	13736736	0
p16	p48	2391056	0
p32	p39	4386414	0
p8	p42	15241585	0
p18	p40	851295	0
p10	p41	9007776	0
p46	p30	13941581	0
p25	p6	6233994	0
p47	p33	11083781	0
p48	p22	11822306	0
p45	p15	8130827	0
p13	p26	152857	0
p33	p36	4338757	0
p18	p22	15824694	0
p20	p16	8039444	0
p10	p15	4071174	0
p46	p16	4298836	0
p18	p31	7923988	0
p15	p41	14392859	0
p47	p20	4906160	0
p6	p4	12879117	0
p18	p13	9933770	0
p31	p15	13874926	0
p27	p4	11139278	0
p6	p35	13633335	0
p19	p46	7554030	0
p24	p4	8776981	0
p12	p21	12089910	0
p11	p12	11910081	0
p33	p14	12065482	0
p43	p22	1681980	0
p30	p42	2499789	0
p11	p46	12786879	0
p25	p31	12567375	0
p13	p36	6299754	0
p3	p7	15055575	0
p12	p44	932004	0
p2	p24	12564087	0
p33	p43	14402776	0
p10	p38	4744744	0
p24	p16	516057	0
p7	p23	6225727	0
p1	p23	10368843	0
p45	p31	14044240	0
p6	p15	4883088	0
p9	p22	13265709	0
p29	p15	14646004	0
p1	p31	5356151	0
p2	p18	14126	0
p45	p6	13741103	0
p25	p8	11332107	0
p0	p40	13594786	0
p25	p30	7637459	0
p45	p7	11539824	0
p1	p26	13316426	0
p18	p33	12178158	0
p13	p14	12909017	0
p30	p44	12411487	0
p45	p13	8449670	0
p47	p49	7687416	0
p44	p5	5793599	0
p10	p7	12525728	0
p1	p40	2363275	0
p38	p20	10636357	0
p21	p5	13308479	0
p38	p44	8562131	0
p46	p12	3014642	0
p37	p48	6395072	0
p9	p28	14225832	0
p14	p37	11910813	0
p32	p38	7948966	0
p0	p14	13077676	0
p33	p0	3096906	0
p27	p13	10733448	0
p1	p42	14012501	0
p24	p23	5865850	0
p34	p23	8703705	0
p39	p36	4620599	0
p32	p35	3892878	0
p3	p15	14811262	0
p29	p28	13143797	0
p44	p37	3813286	0
p25	p46	4407935	0
p39	p16	8700807	0
p8	p44	5486314	0
p10	p0	11870066	0
p47	p1	4392169	0
p13	p23	11759317	0
p32	p4	4688660	0
p24	p27	6730329	0
p31	p41	460317	0
p3	p41	8986517	0
p46	p13	5506436	0
p25	p27	13295409	0
p11	p22	15473212	0
p22	p17	4059000	0
p10	p18	9494979	0
p26	p43	13743486	0
p7	p40	4459303	0
p31	p6	14681125	0
p31	p42	2068994	0
p31	p23	1568432	0
p8	p26	11718044	0
p25	p11	15353155	0
p20	p48	12362266	0
p33	p7	6558384	0
p19	p14	9088783	0
p2	p27	15007271	0
p0	p4	3808855	0
p23	p17	9728512	0
p27	p16	3886040	0
p29	p5	591056	0
p6	p20	2872723	0
p38	p43	5574742	0
p46	p6	14552880	0
p2	p9	4730615	0
p10	p19	4271038	0
p10	p34	5285284	0
p30	p22	1308398	0
p26	p35	2505421	0
p33	p22	5282908	0
p25	p33	7910769	0
p46	p23	9442809	0
p15	p22	8343295	0
p10	p35	7559733	0
p28	p37	223799	0
p8	p39	613780	0
p46	p37	2909862	0
p6	p37	2412603	0
p1	p15	9472237	0
p2	p43	352727	0
p47	p30	2040470	0
p20	p41	4947329	0
p19	p28	8566698	0
p47	p15	2922702	0
p31	p20	13790026	0
p21	p17	588494	0
p21	p23	12383013	0
p38	p4	6417791	0
p47	p41	12329513	0
p19	p4	11298530	0
p30	p16	14010592	0
p49	p41	5374905	0
p8	p38	1415344	0
p26	p6	14111384	0
p15	p40	442264	0
p13	p15	6792852	0
p31	p17	4993669	0
p16	p17	15761663	0
p42	p34	9594582	0
p8	p15	4474627	0
p7	p48	5985731	0
p19	p6	2668175	0
p25	p38	7679584	0
p32	p40	6003313	0
p3	p27	15458376	0
p43	p20	4523899	0
p32	p42	4711398	0
p19	p17	5937418	0
p24	p41	6142057	0
p10	p25	1354729	0
p24	p43	2211490	0
p46	p29	8826372	0
p47	p8	6438965	0
p2	p19	1250236	0
p3	p26	7598913	0
p46	p36	9285563	0
p8	p1	13728061	0
p25	p45	11922824	0
p30	p7	10016291	0
p13	p1	8962605	0
p10	p13	11197200	0
p12	p6	1451777	0
p39	p21	12125159	0
p8	p16	179718	0
p41	p22	2800576	0
p46	p35	14295649	0
p19	p33	10513561	0
p25	p22	7576194	0
p43	p29	10675805	0
p11	p39	9536108	0
p47	p26	2431704	0
p37	p42	3394534	0
p10	p24	7194828	0
p10	p49	2000766	0
p23	p22	6118641	0
p14	p48	13358969	0
p18	p41	4444185	0
p37	p17	7656562	0
p10	p48	13107424	0
p38	p35	13504842	0
p18	p27	12050974	0
p0	p17	5744222	0
p8	p43	9907888	0
p1	p17	7083678	0
p21	p15	12671896	0
p7	p37	8789928	0
p10	p5	3030995	0
p3	p20	3271513	0
p44	p28	6616047	0
p9	p4	581466	0
p8	p36	14648056	0
p30	p45	9875734	0
p33	p39	6394572	0
p0	p20	2855217	0
p34	p4	14979666	0
p26	p49	1072142	0
p11	p1	636382	0
p47	p43	10941988	0
p26	p28	629947	0
p15	p5	3044070	0
p3	p13	9637319	0
p24	p28	9209308	0
p27	p39	1111364	0
p18	p25	1452498	0
p24	p12	8714952	0
p38	p29	43819	0
p2	p15	8128787	0
p47	p0	8265023	0
p6	p40	1377389	0
p28	p16	12182368	0
p24	p21	12340041	0
p26	p42	1697171	0
p19	p41	8411252	0
p30	p38	7806127	0
p24	p15	16036023	0
p43	p16	12155908	0
p45	p16	8386776	0
p31	p4	7401925	0
p33	p6	386218	0
p32	p49	11444884	0
p27	p15	9819267	0
p7	p42	7885258	0
p28	p41	1325143	0
p37	p5	12590667	0
p19	p45	1784640	0
p29	p42	8454601	0
p49	p23	6925094	0
p27	p42	12368358	0
p11	p24	9362894	0
p27	p41	5816276	0
p25	p14	3223952	0
p18	p5	5931449	0
p10	p43	13222506	0
p0	p39	793811	0
p2	p44	15912171	0
p18	p17	14136657	0
p15	p23	7601037	0
p1	p35	5079346	0
p45	p17	10315118	0
p2	p8	9929969	0
p33	p23	9565533	0
p26	p40	11209157	0
p47	p19	14449819	0
p38	p6	4365622	0
p30	p39	9464361	0
p11	p42	13721139	0
p32	p20	11526747	0
p29	p34	4305139	0
p10	p31	6526722	0
p31	p21	173559	0
p47	p16	4818896	0
p39	p22	4159600	0
p9	p48	14920363	0
p31	p49	925056	0
p38	p23	3459846	0
p47	p39	10028626	0
p11	p44	5260571	0
p12	p41	9133086	0
p36	p29	15129464	0
p8	p27	5269710	0
p9	p49	13117682	0
p20	p40	2833807	0
p26	p29	12880751	0
p10	p21	6068945	0
p47	p12	4906004	0
p39	p17	9984335	0
p49	p4	12918006	0
p28	p4	4583880	0
p27	p31	7142691	0
p4	p35	11508859	0
p44	p9	4174052	0
p24	p7	13028752	0
p24	p34	725013	0
p28	p35	462582	0
p13	p22	13067969	0
p23	p5	54087	0
p14	p4	12941369	0
p2	p32	2256845	0
p3	p39	5271058	0
p10	p3	12852132	0
p3	p6	413636	0
p31	p34	11204346	0
p25	p1	10816252	0
p8	p45	10997759	0
p32	p33	13699887	0
p39	p14	5781096	0
p33	p35	7865316	0
p3	p4	6787375	0
p33	p21	13022330	0
p47	p23	6985944	0
p10	p12	10719928	0
p49	p5	14629818	0
p10	p8	489642	0
p8	p37	2472116	0
p38	p14	9610333	0
p32	p21	13805086	0
p25	p20	9400254	0
p46	p34	2849593	0
p46	p15	14665889	0
p39	p15	5692154	0
p14	p42	5754668	0
p47	p27	5378531	0
p22	p5	4896997	0
p12	p37	7094354	0
p38	p42	2868559	0
p45	p21	14294103	0
p45	p4	7534901	0
p12	p26	407049	0
p47	p36	8836332	0
p45	p5	7756762	0
p25	p34	4571078	0
p2	p12	1265959	0
p30	p35	5596319	0
p38	p7	1328695	0
p46	p28	11295576	0
p9	p35	12428799	0
p0	p15	1714117	0
p36	p6	5470506	0
p13	p49	9223047	0
p18	p4	14858097	0
p46	p48	13875444	0
p44	p40	15675040	0
p3	p11	2457046	0
p45	p20	11010860	0
p19	p26	9569852	0
p25	p44	8126832	0
p40	p5	2890372	0
p25	p48	1306989	0
p27	p43	13342485	0
p11	p0	6551105	0
p4	p48	14895151	0
p1	p20	3882840	0
p26	p36	6020575	0
p39	p6	10740498	0
p27	p34	4431452	0
p23	p48	7713148	0
p39	p28	7802932	0
p13	p31	12783475	0
p19	p24	14789143	0
p9	p29	1113884	0
p36	p49	11565184	0
p47	p29	9809072	0
p49	p17	2587524	0
p43	p5	2920458	0
p0	p38	9551255	0
p45	p37	10943608	0
p32	p36	4513959	0
p34	p16	12930187	0
p28	p5	12320339	0
p19	p30	6922261	0
p25	p37	8224498	0
p33	p48	10683043	0
p30	p41	15096155	0
p10	p17	8242488	0
p28	p40	10754396	0
p10	p36	9769027	0
p0	p26	14933157	0
p19	p15	8963464	0
p25	p15	6420389	0
p9	p42	11268776	0
p46	p49	10968153	0
p32	p47	14130606	0
p2	p23	12857874	0
p8	p21	12892200	0
p32	p37	13158898	0
p38	p26	506237	0
p44	p15	3447567	0
p0	p7	3660275	0
p36	p14	9069156	0
p31	p39	6416644	0
p18	p16	821054	0
p9	p17	10248137	0
p14	p20	14174770	0
p10	p16	5415008	0
p33	p12	9903843	0
p2	p47	771492	0
p45	p42	9997868	0
p9	p39	11240182	0
p18	p20	5728877	0
p13	p43	4378708	0
p10	p14	541100	0
p12	p31	13952822	0
p2	p31	7123056	0
p25	p4	5967843	0
p37	p4	1842527	0
p38	p9	2341240	0
p11	p16	5632070	0
p10	p46	6415854	0
p42	p41	2405024	0
p43	p42	12257538	0
p44	p21	374039	0
p18	p44	9000623	0
p32	p34	9059697	0
p47	p21	2695188	0
p32	p28	12608724	0
p13	p41	4823056	0
p15	p34	3067633	0
p2	p5	7220455	0
p11	p21	7363436	0
p11	p37	6295485	0
p13	p21	9675437	0
p34	p17	13568722	0
p39	p43	14834948	0
p38	p22	12913039	0
p19	p37	3700094	0
p47	p13	4787262	0
p7	p5	14370975	0
p33	p34	6661301	0
p33	p20	3984645	0
p10	p22	11576875	0
p9	p5	4261747	0
p36	p37	4919110	0
p21	p7	4919656	0
p3	p44	14838328	0
p2	p29	4338306	0
p2	p37	4889015	0
p26	p21	10435960	0
p41	p23	11478628	0
p30	p6	16045336	0
p25	p41	818804	0
p3	p17	11428086	0
p31	p37	4998924	0
p29	p17	11748299	0
p18	p47	2008031	0
p42	p17	9962741	0
p29	p6	1862515	0
p26	p23	15509983	0
p24	p38	6947118	0
p39	p49	8736276	0
p46	p40	14001121	0
p27	p21	7432144	0
p31	p35	6668028	0
p19	p13	12842155	0
p45	p29	6081355	0
p30	p29	7035613	0
p25	p32	4983162	0
p43	p34	4215097	0
p27	p36	13011318	0
p44	p6	6193108	0
p30	p1	12991797	0
p29	p4	10283556	0
p41	p34	11736827	0
p47	p44	15961950	0
p3	p30	86585	0
p3	p42	6563959	0
p12	p1	12020565	0
p13	p37	577328	0
p43	p35	14604229	0
p9	p37	6876169	0
p10	p33	12700846	0
p3	p40	3379258	0
p30	p37	15190554	0
p18	p30	11573779	0
p14	p17	5760609	0
p11	p13	11278097	0
p27	p38	4993130	0
p29	p37	10667251	0
p46	p22	7272283	0
p48	p17	5697578	0
p3	p23	6678089	0
p2	p4	13240585	0
p32	p5	6110107	0
p10	p29	6943789	0
p0	p13	3716522	0
p15	p37	3151316	0
p15	p49	5664677	0
p49	p48	134973	0
p2	p7	12901506	0
p19	p5	7381951	0
p33	p49	15101173	0
p36	p48	14044430	0
p37	p49	14581542	0
p45	p40	4613121	0
p36	p41	8189087	0
p18	p32	2871907	0
p29	p14	4547606	0
p8	p17	15994762	0
p24	p17	5711732	0
p13	p40	12568633	0
p11	p6	8980964	0
p46	p4	4633469	0
p24	p40	11987020	0
p24	p0	4424497	0
p19	p1	1287	0
p14	p15	14887767	0
p3	p37	5881698	0
p10	p28	11878148	0
p36	p21	7131191	0
p27	p9	13472565	0
p42	p22	7445904	0
p25	p17	1201338	0
p38	p49	8034944	0
p31	p40	8280035	0
p47	p14	14235888	0
p23	p4	3764126	0
p12	p36	3215268	0
p9	p7	10531875	0
p15	p4	15102466	0
p8	p6	4503510	0
p9	p16	13340660	0
p11	p41	5181201	0
p8	p35	15954008	0
p11	p31	2998847	0
p13	p48	12216848	0
p32	p7	7223316	0
p45	p43	15702984	0
p47	p42	185027	0
p10	p45	7926242	0
p1	p48	3480063	0
p30	p40	2354113	0
p31	p22	8202464	0
p11	p45	11764808	0
p8	p23	12819734	0
p41	p17	9945898	0
p24	p48	3848992	0
p10	p47	14186690	0
p15	p16	8720507	0
p14	p23	8640507	0
p33	p9	12230484	0
p39	p7	24302	0
p39	p41	13702933	0
p7	p41	1220676	0
p38	p41	9159469	0
p10	p9	15905160	0
p35	p17	2972303	0
p46	p38	7721631	0
p28	p17	9703870	0
p14	p41	10098928	0
p19	p42	542329	0
p48	p5	15892636	0
p27	p5	3264490	0
p21	p42	3870748	0
p2	p35	15243738	0
p1	p22	3163676	0
p2	p28	11377557	0
p25	p12	10120812	0
p27	p30	13138739	0
p18	p35	6311396	0
p25	p5	13114069	0
p8	p41	10101066	0
p47	p46	11521115	0
p11	p35	14870372	0
p36	p17	13057067	0
p12	p27	15843828	0
p12	p48	1725717	0
p39	p29	9480070	0
p15	p20	13088860	0
p19	p29	14018999	0
p29	p23	11844848	0
p26	p15	11504287	0
p0	p35	8471251	0
p24	p1	9934771	0
p44	p43	15636036	0
p42	p49	3022631	0
p45	p22	15384093	0
p46	p20	12388448	0
p44	p31	7071819	0
p20	p5	9818559	0
p24	p37	2893724	0
p34	p48	15620817	0
p47	p3	8144594	0
p27	p29	7892044	0
p2	p20	11403173	0
p36	p4	429405	0
p24	p20	10133490	0
p3	p45	10142409	0
p33	p26	9597600	0
p13	p28	56222	0
p44	p13	13486298	0
p18	p14	10074037	0
p19	p44	14249703	0
p36	p16	10695662	0
p27	p35	9697245	0
p20	p28	15515123	0
p9	p23	10522440	0
p27	p49	13094113	0
p32	p6	9145615	0
p26	p20	6061124	0
p47	p40	14592073	0
p3	p33	3092724	0
p42	p5	11976305	0
p2	p14	4977901	0
p18	p37	10460504	0
p19	p48	1032773	0
p33	p38	13652932	0
p46	p44	10609336	0
p46	p17	4642523	0
p25	p29	7763961	0
p16	p35	9676008	0
p25	p0	15635310	0
p6	p17	1781326	0
p20	p23	15650496	0
p39	p23	8413086	0
p13	p20	4835226	0
p19	p16	5236665	0
p2	p49	4646871	0
p24	p42	15096618	0
p43	p41	13873180	0
p0	p8	8336861	0
p32	p16	5880204	0
p24	p8	5932722	0
p0	p44	1016312	0
p38	p15	9631430	0
p19	p12	6241111	0
p12	p34	6458027	0
p45	p28	13838481	0
p40	p22	5502401	0
p2	p36	6714671	0
p32	p12	14384362	0
p24	p39	7079649	0
p9	p31	197841	0
p0	p48	1220497	0
p1	p29	5076726	0
p1	p28	10357355	0
p2	p10	14766729	0
p9	p34	11590402	0
p3	p1	1092458	0
p43	p37	9569749	0
p47	p31	12762480	0
p36	p23	3825668	0
p18	p34	10684817	0
p10	p40	10190002	0
p8	p4	2998506	0
p23	p35	2434946	0
p44	p7	8037553	0
p19	p8	1962079	0
p2	p11	1064429	0
p36	p20	6111627	0
p10	p30	9495919	0
p40	p17	14565470	0
p24	p14	10230161	0
p30	p31	8163557	0
p33	p40	9700337	0
p42	p23	2014612	0
p43	p7	3078042	0
p25	p42	15472975	0
p26	p7	4259832	0
p25	p21	2662773	0
p44	p34	4859269	0
p39	p34	15709217	0
p7	p34	519349	0
p6	p49	10001277	0
p25	p40	14616196	0
p43	p49	4598583	0
p4	p5	9801516	0
p47	p38	6443533	0
p47	p9	12749289	0
p36	p40	1175690	0
p19	p39	10255781	0
p30	p4	10804726	0
p12	p13	7253623	0
p1	p9	2311269	0
p2	p17	11201229	0
p9	p21	797115	0
p27	p20	14325716	0
p14	p7	9594709	0
p30	p36	283295	0
p43	p17	12127380	0
p12	p38	4871942	0
p42	p35	11046165	0
p33	p42	639387	0
p3	p14	4596328	0
p3	p22	14448641	0
p24	p30	6671342	0
p20	p42	13422287	0
p13	p16	14015961	0
p47	p4	6574002	0
p47	p22	13594727	0
p21	p6	11111234	0
p1	p6	15869981	0
p13	p5	11268553	0
p11	p43	1282535	0
p14	p22	14219746	0
p32	p24	6603716	0
p12	p4	4706889	0
p46	p43	7575914	0
p20	p49	64179	0
p21	p20	13157701	0
p38	p34	1230013	0
p11	p14	15955777	0
p11	p5	14622275	0
p29	p35	8118544	0
p24	p31	5549363	0
p49	p22	43337	0
p12	p23	8920238	0
p24	p29	9388359	0
p15	p42	4953803	0
p3	p46	7683765	0
p9	p14	250452	0
p32	p31	828676	0
p19	p43	9456339	0
