waypoint1	waypoint2	distance_m	duration_s
p24	p21	3382565	0
p68	p4	6045873	0
p13	p14	9225507	0
p30	p44	3481709	0
p47	p49	12271400	0
p65	p78	10882454	0
p1	p62	6223419	0
p61	p48	6713354	0
p57	p79	12016407	0
p61	p73	2545636	0
p68	p51	2264239	0
p46	p12	13179334	0
p21	p28	7737740	0
p76	p8	8409981	0
p33	p68	9596064	0
p0	p14	1097410	0
p63	p1	7284702	0
p57	p36	4065618	0
p32	p77	14543897	0
p32	p35	3617349	0
p37	p53	12839348	0
p38	p22	12655098	0
p56	p63	6010081	0
p55	p52	5846936	0
p8	p44	2234717	0
p33	p79	13612613	0
p15	p42	12737637	0
p50	p6	12010526	0
p36	p48	6243056	0
p3	p41	5716850	0
p79	p53	8048882	0
p33	p26	7040572	0
p54	p48	2401607	0
p57	p13	5681599	0
p26	p43	4695212	0
p12	p36	14397640	0
p15	p4	1266336	0
p74	p64	3480231	0
p42	p49	11164539	0
p78	p17	3059978	0
p69	p23	15626220	0
p9	p49	15210447	0
p38	p28	13175429	0
p37	p79	2166029	0
p46	p6	11248005	0
p38	p15	14961968	0
p10	p34	11236645	0
p54	p37	13638136	0
p33	p22	11017988	0
p18	p54	11317708	0
p45	p43	10033521	0
p60	p45	11638078	0
p24	p65	694026	0
p60	p23	6204512	0
p78	p23	14635392	0
p76	p53	4441116	0
p72	p79	3091857	0
p59	p34	6973180	0
p55	p15	14913884	0
p54	p20	3476108	0
p65	p67	10310029	0
p18	p26	14801660	0
p61	p77	14922709	0
p38	p65	13968668	0
p30	p16	2810290	0
p11	p55	10500006	0
p49	p79	14606496	0
p74	p50	15981784	0
p75	p53	10593380	0
p16	p17	12543569	0
p3	p42	13867581	0
p8	p15	8441566	0
p58	p23	2002442	0
p62	p43	5934742	0
p3	p27	2324123	0
p11	p65	4441742	0
p19	p17	12109338	0
p61	p75	2679875	0
p60	p42	14924730	0
p55	p36	6017932	0
p47	p17	15591960	0
p30	p6	3051800	0
p56	p13	10177099	0
p27	p63	9757787	0
p74	p17	12977150	0
p8	p16	10457675	0
p41	p22	4998529	0
p46	p35	5967783	0
p54	p56	10181024	0
p37	p42	4741006	0
p28	p53	10755293	0
p62	p71	15369329	0
p49	p48	6258252	0
p76	p35	4750927	0
p37	p17	9409240	0
p10	p48	2894972	0
p26	p72	2824786	0
p61	p8	6111838	0
p25	p76	5428355	0
p38	p39	7758924	0
p8	p74	3842295	0
p26	p64	13800059	0
p74	p70	15195375	0
p43	p6	9115003	0
p71	p22	210806	0
p46	p72	13039194	0
p46	p50	7943287	0
p54	p3	10537101	0
p38	p9	14686976	0
p6	p34	2260426	0
p27	p38	12339924	0
p3	p77	14566804	0
p61	p62	13374953	0
p56	p66	756535	0
p45	p39	1995629	0
p24	p62	14546344	0
p25	p26	8723718	0
p33	p6	4711858	0
p38	p63	708074	0
p69	p4	4244366	0
p12	p67	10709775	0
p29	p42	14724323	0
p37	p51	6216392	0
p44	p31	8925950	0
p76	p44	6820449	0
p45	p50	10581655	0
p18	p5	15819685	0
p0	p39	3177474	0
p15	p23	15930398	0
p38	p6	5892492	0
p30	p39	10900096	0
p46	p15	7458894	0
p70	p40	7291316	0
p57	p44	2544701	0
p37	p66	6041282	0
p25	p66	926606	0
p32	p50	10846823	0
p20	p22	7584582	0
p62	p29	15647353	0
p65	p48	6637437	0
p32	p5	981207	0
p20	p40	10085222	0
p26	p40	453951	0
p10	p21	12950053	0
p49	p4	4715756	0
p42	p52	4866100	0
p50	p67	1562411	0
p59	p64	4072550	0
p75	p14	13250170	0
p59	p66	901856	0
p14	p4	2514051	0
p30	p48	9719526	0
p3	p39	422321	0
p62	p34	8512887	0
p32	p17	13174590	0
p56	p44	12932627	0
p47	p23	14062657	0
p10	p12	5465268	0
p11	p64	9026994	0
p10	p8	12661219	0
p13	p41	7624802	0
p75	p71	10821610	0
p68	p36	1280583	0
p52	p16	13531183	0
p2	p71	2909376	0
p47	p27	15950169	0
p22	p5	8420668	0
p68	p7	3715343	0
p8	p63	1989919	0
p45	p5	12881339	0
p25	p34	15133540	0
p18	p35	2910189	0
p33	p55	5556341	0
p26	p7	11504827	0
p67	p48	82962	0
p72	p16	12077288	0
p36	p6	9222937	0
p13	p49	10595875	0
p69	p53	4903431	0
p2	p10	6559118	0
p45	p20	2964286	0
p19	p74	5556292	0
p61	p28	4002046	0
p11	p68	2310516	0
p45	p1	14472904	0
p2	p75	1322470	0
p38	p79	5979376	0
p26	p51	12765374	0
p19	p24	9091339	0
p54	p50	1291570	0
p1	p64	15275388	0
p77	p52	12314452	0
p3	p67	14932108	0
p34	p16	15276365	0
p31	p78	7441825	0
p46	p9	9990691	0
p54	p51	3592286	0
p55	p22	1761737	0
p63	p28	6777949	0
p32	p54	1296506	0
p63	p66	11114125	0
p61	p55	1996330	0
p0	p26	12946748	0
p76	p12	6000597	0
p20	p49	9711426	0
p39	p16	12627678	0
p38	p26	2685826	0
p29	p41	14014273	0
p36	p14	8508760	0
p14	p20	14286086	0
p12	p14	6004514	0
p33	p12	2463313	0
p56	p16	15884442	0
p33	p21	13323150	0
p18	p76	12465253	0
p43	p59	10977505	0
p20	p53	1064348	0
p13	p43	4534104	0
p12	p16	795992	0
p12	p31	10299839	0
p58	p49	15346306	0
p58	p37	12523841	0
p23	p71	14776734	0
p43	p67	13119922	0
p18	p44	15691319	0
p32	p34	4422442	0
p47	p21	12145920	0
p45	p74	3710288	0
p78	p66	1022982	0
p57	p29	15585749	0
p2	p5	15254293	0
p47	p55	13585900	0
p61	p53	15731214	0
p34	p17	10324202	0
p28	p78	920654	0
p74	p40	13657466	0
p3	p78	13017316	0
p47	p13	6881038	0
p7	p5	11765081	0
p44	p67	11701230	0
p11	p70	7969584	0
p27	p79	7470216	0
p51	p17	14619396	0
p10	p22	15293695	0
p9	p5	14025737	0
p11	p77	15395819	0
p38	p5	4494238	0
p41	p23	13099295	0
p30	p58	8813819	0
p11	p74	7766693	0
p74	p57	30882	0
p24	p71	2209371	0
p54	p1	7245197	0
p29	p6	3844115	0
p26	p23	6504375	0
p71	p48	4980557	0
p44	p35	7663445	0
p61	p37	13298670	0
p60	p70	1146147	0
p44	p6	2459133	0
p76	p6	10792605	0
p44	p64	4618847	0
p37	p59	1632799	0
p77	p45	299990	0
p58	p28	8873959	0
p45	p49	14212412	0
p59	p73	2193220	0
p61	p74	9333692	0
p55	p9	15204790	0
p20	p59	3029290	0
p76	p3	5176631	0
p0	p13	8104100	0
p3	p74	5753602	0
p72	p28	8938577	0
p68	p64	3899826	0
p19	p57	13565386	0
p60	p5	11820052	0
p39	p50	9854308	0
p11	p6	15028981	0
p46	p62	6727849	0
p3	p37	1463345	0
p33	p58	10242060	0
p45	p51	181435	0
p53	p22	664658	0
p62	p21	1985798	0
p59	p53	12662524	0
p56	p41	1394370	0
p76	p39	5520590	0
p23	p4	8053609	0
p8	p72	12350280	0
p9	p7	14336586	0
p56	p74	15883035	0
p0	p79	7921972	0
p23	p66	14731248	0
p36	p67	4273568	0
p26	p21	6617882	0
p11	p31	402820	0
p10	p53	11280448	0
p75	p41	4274271	0
p63	p14	4603112	0
p11	p45	1408619	0
p8	p23	1179066	0
p45	p57	5428796	0
p33	p53	14756307	0
p62	p16	1362323	0
p29	p59	525497	0
p73	p23	1054844	0
p39	p7	4388063	0
p0	p71	9254251	0
p4	p79	1724202	0
p10	p9	11539039	0
p60	p35	428415	0
p25	p21	14016721	0
p43	p73	4510429	0
p76	p38	7259764	0
p14	p7	7506803	0
p2	p28	8037220	0
p63	p7	13543013	0
p56	p64	2450762	0
p25	p52	14925357	0
p18	p53	8472724	0
p44	p70	10455238	0
p32	p46	4587718	0
p33	p64	12258851	0
p54	p17	11570974	0
p0	p50	8205505	0
p69	p35	15215288	0
p13	p79	11646239	0
p3	p36	16069787	0
p31	p40	15074108	0
p71	p17	7259907	0
p8	p79	10542325	0
p70	p35	14255299	0
p77	p70	6144503	0
p27	p29	13126825	0
p59	p4	7127339	0
p24	p20	5662673	0
p8	p62	9955414	0
p77	p22	6925476	0
p59	p78	13803511	0
p19	p44	14435216	0
p24	p78	10894707	0
p13	p71	9760373	0
p38	p59	5847676	0
p79	p17	1284648	0
p65	p79	6897286	0
p61	p78	12435545	0
p61	p38	12776586	0
p18	p37	12971896	0
p19	p48	4518935	0
p30	p79	4648607	0
p74	p78	2018675	0
p2	p47	511165	0
p20	p23	40548	0
p68	p29	13461983	0
p32	p76	10027630	0
p32	p40	5985470	0
p72	p59	3790819	0
p24	p42	19699	0
p0	p8	3972528	0
p76	p14	10178350	0
p39	p41	7385954	0
p77	p79	13046203	0
p61	p1	7858098	0
p27	p20	1861071	0
p69	p78	10696347	0
p33	p38	12480077	0
p54	p73	6966315	0
p21	p67	15641340	0
p45	p28	11295157	0
p79	p71	14925996	0
p56	p34	14680227	0
p68	p67	12901428	0
p9	p31	1280425	0
p43	p37	9413631	0
p72	p4	13495349	0
p36	p79	531078	0
p58	p51	13946630	0
p29	p51	9671755	0
p29	p67	8700995	0
p32	p44	15586432	0
p37	p35	8500646	0
p77	p37	4932146	0
p74	p9	13782302	0
p38	p51	5295069	0
p25	p60	12138913	0
p31	p53	7359778	0
p52	p17	12548405	0
p47	p45	6364688	0
p75	p16	15497940	0
p25	p8	4753372	0
p33	p28	6942815	0
p44	p34	2779729	0
p36	p42	7638421	0
p30	p36	10311620	0
p25	p40	11570811	0
p18	p70	16082557	0
p57	p21	14227851	0
p12	p13	1363277	0
p56	p58	4231305	0
p74	p31	7529981	0
p31	p51	3207887	0
p26	p35	247190	0
p2	p77	9227560	0
p57	p34	12288810	0
p3	p22	12916629	0
p0	p43	2832340	0
p1	p6	15961586	0
p11	p51	4533157	0
p24	p68	9762179	0
p73	p4	1894625	0
p12	p4	3512312	0
p58	p59	3924947	0
p68	p16	8822582	0
p2	p12	15687966	0
p52	p49	13325670	0
p68	p74	3887024	0
p23	p48	12562298	0
p50	p23	1237924	0
p26	p71	3147787	0
p0	p75	11939948	0
p19	p78	7679209	0
p64	p73	12132314	0
p25	p5	11234892	0
p62	p79	15796633	0
p54	p5	6661765	0
p76	p27	13314114	0
p2	p33	4853303	0
p2	p52	13305783	0
p59	p23	14565020	0
p33	p5	4562272	0
p72	p20	7080064	0
p77	p72	10198545	0
p28	p48	4897427	0
p46	p59	3460723	0
p24	p36	9882681	0
p12	p27	14428512	0
p60	p74	8677050	0
p77	p78	6097114	0
p26	p53	3909896	0
p3	p51	2928929	0
p34	p5	2469735	0
p14	p67	8346630	0
p67	p52	2115565	0
p32	p22	14799847	0
p57	p48	4619008	0
p50	p51	2841815	0
p13	p62	6716021	0
p60	p52	4869859	0
p27	p72	8405429	0
p30	p72	8199741	0
p74	p1	838857	0
p21	p51	7820414	0
p47	p35	5184299	0
p38	p17	11231263	0
p12	p65	7493454	0
p58	p64	12230509	0
p21	p52	8571789	0
p24	p1	15514861	0
p8	p49	6046452	0
p36	p7	9946161	0
p73	p49	8916058	0
p76	p65	2453183	0
p2	p3	12207698	0
p42	p16	12948469	0
p56	p40	14481689	0
p33	p31	4778956	0
p31	p14	10496489	0
p11	p20	13394781	0
p12	p20	12401656	0
p12	p45	546953	0
p45	p58	7837194	0
p76	p17	15023987	0
p31	p28	1417822	0
p74	p42	3083262	0
p28	p49	2670382	0
p12	p22	4486168	0
p78	p16	11121508	0
p0	p36	12826230	0
p50	p42	10900682	0
p30	p29	6398521	0
p11	p28	2728444	0
p19	p72	6060627	0
p21	p48	14689419	0
p3	p58	9248783	0
p27	p49	9386192	0
p32	p63	9224948	0
p27	p51	13624297	0
p63	p13	2462767	0
p31	p64	14318490	0
p29	p40	753528	0
p72	p43	12351327	0
p32	p11	13500303	0
p43	p23	12047366	0
p18	p21	5811194	0
p38	p50	8422446	0
p39	p71	5358005	0
p0	p62	8000092	0
p43	p64	15502336	0
p72	p49	13110953	0
p18	p51	745035	0
p19	p22	9165437	0
p8	p7	15930953	0
p68	p63	13760480	0
p27	p9	14378950	0
p69	p45	10002509	0
p36	p4	6092641	0
p76	p64	9704778	0
p61	p40	12054276	0
p27	p74	175480	0
p9	p64	2722738	0
p76	p68	7907387	0
p39	p35	8533565	0
p75	p78	4426222	0
p46	p67	659773	0
p11	p8	12365964	0
p46	p58	2964305	0
p67	p41	9346661	0
p42	p78	6416449	0
p38	p42	12998952	0
p4	p40	15322035	0
p61	p68	6932771	0
p25	p74	16051598	0
p24	p57	8875127	0
p3	p29	10424367	0
p11	p4	9254785	0
p1	p67	12516854	0
p56	p67	14768061	0
p10	p77	11369110	0
p11	p30	14807944	0
p30	p57	6662202	0
p40	p35	1574353	0
p29	p7	14210910	0
p64	p49	4728507	0
p1	p5	9737283	0
p10	p42	11717071	0
p11	p62	10025275	0
p43	p49	2771652	0
p6	p78	3164818	0
p8	p37	5447066	0
p2	p22	1006125	0
p45	p21	9289006	0
p46	p45	4396308	0
p59	p22	8908117	0
p9	p29	3049846	0
p3	p48	5446025	0
p0	p29	15471123	0
p0	p70	8381053	0
p3	p24	3333665	0
p3	p26	7599393	0
p39	p5	8083420	0
p47	p59	15034529	0
p27	p50	650526	0
p54	p74	9303678	0
p6	p52	7605342	0
p31	p73	12127555	0
p3	p23	3523991	0
p15	p37	2101831	0
p37	p49	14275852	0
p77	p53	8715998	0
p15	p73	6394162	0
p25	p3	11027191	0
p19	p0	8996364	0
p10	p27	11911500	0
p50	p64	15342142	0
p19	p9	15435991	0
p47	p62	13862095	0
p77	p57	5851281	0
p32	p51	10406347	0
p2	p55	9479316	0
p61	p71	6314849	0
p77	p65	13524394	0
p36	p66	2531672	0
p70	p53	13781899	0
p9	p73	7555064	0
p0	p57	11553537	0
p55	p62	2255126	0
p27	p7	6528814	0
p10	p68	12132562	0
p68	p56	15893492	0
p31	p48	6583720	0
p26	p75	13538289	0
p4	p53	4427994	0
p1	p37	11615202	0
p25	p46	7105019	0
p46	p74	7320342	0
p69	p26	7558537	0
p72	p37	5619093	0
p3	p73	1249165	0
p10	p60	15590530	0
p33	p13	9127758	0
p32	p45	16089799	0
p63	p73	4044643	0
p30	p42	14831641	0
p32	p79	5511362	0
p10	p66	12096392	0
p63	p74	15831635	0
p2	p59	12278771	0
p78	p53	2582001	0
p24	p70	4538999	0
p11	p75	4960034	0
p3	p0	14229816	0
p18	p43	11717380	0
p10	p75	7403689	0
p24	p26	10633183	0
p38	p78	15636122	0
p60	p71	15963545	0
p8	p28	10733293	0
p54	p34	12882162	0
p55	p45	15013767	0
p43	p48	5630195	0
p55	p34	14264552	0
p15	p17	1505352	0
p9	p36	12520341	0
p30	p62	9313152	0
p38	p64	9593003	0
p13	p59	6916492	0
p55	p59	12483051	0
p69	p71	3647808	0
p26	p5	4451982	0
p32	p15	15173306	0
p45	p56	2375454	0
p50	p52	3031957	0
p30	p78	4452712	0
p6	p41	13289552	0
p2	p76	9897986	0
p27	p52	4269684	0
p63	p39	14280857	0
p60	p17	8812243	0
p29	p21	10851023	0
p76	p33	1537291	0
p7	p79	1127765	0
p12	p49	1825407	0
p10	p4	6972552	0
p71	p53	7234111	0
p3	p38	12962618	0
p69	p50	5847163	0
p33	p36	14923137	0
p21	p78	3801401	0
p18	p31	9831798	0
p1	p40	11808134	0
p60	p65	11689223	0
p68	p17	6062747	0
p29	p66	4695997	0
p54	p69	14505067	0
p13	p78	9502031	0
p68	p75	5261789	0
p51	p70	1789163	0
p13	p35	7728058	0
p67	p4	11611302	0
p69	p62	7253103	0
p18	p73	11912837	0
p57	p52	4828160	0
p46	p27	15535185	0
p77	p26	15213104	0
p68	p45	15526735	0
p67	p66	15565485	0
p72	p21	7201957	0
p12	p72	13600612	0
p2	p53	9962436	0
p31	p72	6777185	0
p44	p72	5546157	0
p46	p40	7763808	0
p57	p23	11279347	0
p24	p31	1787376	0
p32	p14	7972616	0
p3	p43	8985307	0
p68	p78	2690717	0
p6	p42	13566017	0
p44	p73	10852924	0
p39	p73	9428374	0
p39	p43	2727281	0
p12	p37	2388172	0
p79	p35	3114089	0
p30	p35	4043738	0
p59	p40	3641783	0
p47	p61	3007437	0
p46	p65	9200252	0
p11	p48	15810641	0
p58	p17	5063532	0
p45	p66	7193273	0
p60	p1	12889163	0
p73	p16	1976292	0
p27	p22	15403922	0
p38	p36	15503497	0
p37	p16	12051785	0
p54	p70	10775908	0
p11	p15	12381752	0
p10	p62	11999437	0
p77	p71	7833385	0
p8	p51	810814	0
p71	p35	13628676	0
p73	p35	2567676	0
p76	p22	15740798	0
p11	p40	15418699	0
p56	p52	1829637	0
p0	p20	7155814	0
p16	p53	5265705	0
p10	p20	12354993	0
p38	p40	12619648	0
p50	p78	2670331	0
p0	p1	10723368	0
p57	p20	9550906	0
p69	p1	14460104	0
p72	p52	12848373	0
p37	p71	5058983	0
p25	p71	1146579	0
p50	p59	5269989	0
p21	p59	1190653	0
p2	p67	14201428	0
p38	p1	4864887	0
p57	p73	4973961	0
p3	p49	12098340	0
p25	p68	6407845	0
p20	p64	14249138	0
p66	p53	11599746	0
p20	p67	11486261	0
p33	p70	4276267	0
p32	p78	13058752	0
p47	p7	13396668	0
p54	p22	3146140	0
p36	p78	7463834	0
p77	p0	8813769	0
p23	p40	7223113	0
p56	p7	2780845	0
p65	p15	13882531	0
p64	p48	3499847	0
p28	p70	4087066	0
p76	p28	10919292	0
p57	p72	14584708	0
p69	p75	5923411	0
p57	p5	4608783	0
p0	p31	8906424	0
p0	p42	15229188	0
p70	p4	5790007	0
p77	p67	8630523	0
p33	p1	7878624	0
p24	p8	13852964	0
p53	p5	4656698	0
p25	p35	5187249	0
p41	p79	14176033	0
p24	p60	3262131	0
p3	p62	6437580	0
p32	p60	5504239	0
p7	p49	13248990	0
p19	p67	3043241	0
p44	p23	10894002	0
p7	p66	8661309	0
p8	p13	15109707	0
p47	p0	14137420	0
p67	p16	6664206	0
p33	p39	12113344	0
p19	p63	7199885	0
p63	p34	9996545	0
p69	p8	7526831	0
p45	p71	7624661	0
p12	p29	12227720	0
p19	p21	4492393	0
p60	p77	7013242	0
p28	p16	7728797	0
p54	p29	8910013	0
p8	p75	3782367	0
p29	p16	2097488	0
p11	p78	15138700	0
p0	p27	4132020	0
p57	p4	10749902	0
p8	p42	6057063	0
p25	p19	829042	0
p25	p6	175897	0
p47	p33	11792805	0
p29	p48	10858160	0
p21	p14	1477875	0
p64	p4	16012278	0
p61	p52	11352741	0
p18	p65	8891121	0
p24	p43	1720522	0
p6	p4	13668951	0
p10	p57	4308989	0
p27	p4	8842759	0
p6	p35	6149903	0
p68	p0	14673276	0
p33	p14	7870068	0
p63	p15	14018288	0
p40	p17	127716	0
p63	p53	15519116	0
p74	p43	3821231	0
p1	p73	9300127	0
p20	p73	1197223	0
p68	p38	8219978	0
p69	p64	3894888	0
p10	p38	12634664	0
p66	p40	9079078	0
p1	p23	9749163	0
p20	p70	2974901	0
p33	p50	1852606	0
p18	p57	15486522	0
p68	p13	1212176	0
p28	p79	15944491	0
p77	p42	1774514	0
p69	p60	8501340	0
p60	p0	9425709	0
p0	p40	4410311	0
p45	p7	11351163	0
p76	p11	2840423	0
p60	p57	2972725	0
p52	p22	15624600	0
p55	p35	10909419	0
p44	p5	13148295	0
p23	p5	4618816	0
p7	p64	13247676	0
p27	p65	13735434	0
p32	p73	8075322	0
p21	p5	13084681	0
p60	p13	2053116	0
p47	p40	11042962	0
p25	p61	14620020	0
p27	p13	13896277	0
p68	p57	2599295	0
p9	p58	46230	0
p3	p15	9646456	0
p54	p62	2275019	0
p57	p40	10195237	0
p24	p72	1641761	0
p10	p0	3126078	0
p62	p72	12153071	0
p24	p27	9622859	0
p66	p48	9012352	0
p3	p66	3339903	0
p32	p47	12427979	0
p1	p29	550930	0
p6	p53	3877266	0
p3	p60	3673572	0
p43	p70	4011303	0
p51	p16	2833914	0
p9	p20	15419286	0
p64	p52	15411799	0
p0	p4	15401665	0
p3	p65	1617587	0
p36	p16	11360574	0
p6	p20	6642952	0
p2	p9	6006467	0
p11	p26	15039531	0
p2	p58	3287711	0
p16	p71	12973069	0
